subset,file,cycle_number,n_points,dis_ah_max,chg_ah_max,dis_points,dis_duration,v_end_dis,v_min,v_max,i_min,i_max,dis_int_ah,chg_int_ah,n_dis_seg,n_chg_seg,qd_min_diff_in_dis,chg_points,soh_repo,soh_dis1
NA_ion,NA-ion_270040-3-3-54.pkl,90,1131,0.8283182,0.8293432,564,563.0,1.9999,1.9999,4.0,-5.3004584,5.3003974,0.8289070890416665,0.8274290720972223,1,2,0.0008833999999999,565,0.8283182,0.9333109184386659
NA_ion,NA-ion_270040-3-3-54.pkl,91,1130,0.8277257,0.8286053,564,562.0,1.9997,1.9997,4.0001,-5.3004723,5.3004899,0.8274312175833334,0.82889959825,1,1,0.0002944,564,0.8277257,0.9326433166412227
NA_ion,NA-ion_270040-3-3-54.pkl,92,1129,0.8271402,0.8280157,563,562.0,1.9998,1.9998,4.0001,-5.3004694,5.3004689,0.8274345212777777,0.8274267306388889,1,1,0.0011778999999999,564,0.8271402,0.9319836021223991
NA_ion,NA-ion_270040-3-3-54.pkl,93,1128,0.8265467,0.8274241,563,562.0,1.9999,1.9999,4.0002,-5.3004985,5.3004522,0.8274300099999999,0.8274240707777777,1,1,0.0005889,563,0.8265467,0.9313148735708673
NA_ion,NA-ion_270040-3-3-54.pkl,94,1127,0.825811,0.8268393,562,561.0,1.999,1.999,4.0002,-5.3004069,5.3004584,0.8259580720277778,0.8259557643055555,1,1,0.0013250999999999,563,0.825811,0.9304859205879492
NA_ion,NA-ion_270040-3-3-54.pkl,95,1127,0.8252236,0.8263995,562,561.0,1.9993,1.9993,4.0,-5.3004899,5.3004498,0.8259597116805555,0.8259577460555556,1,1,0.0007360999999999,563,0.8252236,0.9298240652363574
NA_ion,NA-ion_270040-3-3-54.pkl,96,1125,0.8244903,0.8255144,561,560.0,2.0,2.0,4.0,-5.3004775,5.3004818,0.8244902065833334,0.8259560370833333,1,1,0.0014721,562,0.8244903,0.9289978164632519
NA_ion,NA-ion_270040-3-3-54.pkl,97,1125,0.8238996,0.8247795,561,559.0,1.9996,1.9996,4.0001,-5.3004494,5.3004704,0.8230162114722223,0.8244849674722222,1,2,0.0008832999999999,562,0.8238996,0.928332242823168
NA_ion,NA-ion_270040-3-3-54.pkl,98,1124,0.8233063,0.8241853,561,559.0,1.9994,1.9994,4.0001,-5.3004193,5.3004246,0.8230116885555555,0.8244796103333334,1,1,0.0002945,561,0.8233063,0.927663739622454
NA_ion,NA-ion_270040-3-3-54.pkl,99,1123,0.8225744,0.8235999,560,558.0,1.9998,1.9998,4.0,-5.3005013,5.3004265,0.821543664375,0.8244832343611112,1,1,0.0010305999999999,561,0.8225744,0.9268390683050722
NA_ion,NA-ion_270040-3-3-54.pkl,100,1122,0.8219831,0.8228636,560,559.0,1.9996,1.9996,4.0,-5.3004732,5.3005037,0.8230136488194444,0.8215385174444445,1,2,0.0004416999999999,560,0.8219831,0.9261728186125352
NA_ion,NA-ion_270040-3-3-54.pkl,101,1121,0.8213931,0.8222761,559,558.0,1.9991,1.9991,4.0001,-5.300477,5.3004799,0.8215401516527778,0.8215398460555555,1,1,0.0013250999999999,560,0.8213931,0.9255080337003133
NA_ion,NA-ion_270040-3-3-54.pkl,102,1121,0.820807,0.8216839,559,558.0,1.9993,1.9993,4.0002,-5.3004889,5.300437,0.8215431004583332,0.8215366584027778,1,1,0.0007360999999999,560,0.820807,0.9248476431290366
NA_ion,NA-ion_270040-3-3-54.pkl,103,1119,0.8200689,0.8210948,558,557.0,1.9995,1.9995,4.0003,-5.300509,5.3005013,0.8200688690138889,0.8200641669722222,1,1,0.0014721,559,0.8200689,0.9240159859363061
NA_ion,NA-ion_270040-3-3-54.pkl,104,1119,0.8193309,0.8202103,558,557.0,1.9993,1.9993,4.0001,-5.300457,5.3004498,0.8200669615555556,0.820063064513889,1,1,0.0007361999999999,559,0.8193309,0.9231844414189845
NA_ion,NA-ion_270040-3-3-54.pkl,105,1118,0.8187414,0.8196194,558,556.0,1.9991,1.9991,4.0002,-5.3004637,5.3004293,0.818593992125,0.8200609331666667,1,1,0.0001472999999999,558,0.8187414,0.9225202198838067
NA_ion,NA-ion_270040-3-3-54.pkl,106,1117,0.8180069,0.8190345,557,556.0,1.9995,1.9995,4.0001,-5.3004856,5.3004775,0.818595683375,0.8185926120555556,1,2,0.0008833999999999,558,0.8180069,0.9216926190057949
NA_ion,NA-ion_270040-3-3-54.pkl,107,1116,0.8174114,0.8182954,557,556.0,1.9993,1.9993,4.0002,-5.3004446,5.3004494,0.8185891557361111,0.817117539986111,1,1,0.0002944999999999,557,0.8174114,0.9210216369460863
NA_ion,NA-ion_270040-3-3-54.pkl,108,1115,0.8166749,0.8177023,556,555.0,1.9999,1.9999,4.0002,-5.3004236,5.300416,0.817116459861111,0.8171133514027777,1,1,0.0010304999999999,557,0.8166749,0.9201917825598973
NA_ion,NA-ion_270040-3-3-54.pkl,109,1114,0.815941,0.8168212,556,554.0,1.9996,1.9996,4.0001,-5.3004737,5.3004651,0.8156464589861111,0.8171155818333333,1,1,0.0002944,556,0.815941,0.9193648577343386
NA_ion,NA-ion_270040-3-3-54.pkl,110,1113,0.8153508,0.8162307,555,554.0,1.9991,1.9991,4.0002,-5.3004403,5.3004055,0.8156452115555556,0.8156416049861112,1,1,0.0011778,556,0.8153508,0.9186998474712991
NA_ion,NA-ion_270040-3-3-54.pkl,111,1112,0.8146139,0.8156414,555,553.0,1.9995,1.9995,4.0001,-5.3004522,5.3004041,0.8141721315277778,0.8156413644166668,1,1,0.0004416,555,0.8146139,0.9178695423834747
NA_ion,NA-ion_270040-3-3-54.pkl,112,1111,0.8140266,0.8149076,554,553.0,1.9991,1.9991,4.0002,-5.3003983,5.3004346,0.8141737500555555,0.8156436890694445,1,1,0.0013251,555,0.8140266,0.9172077997072918
NA_ion,NA-ion_270040-3-3-54.pkl,113,1111,0.8132903,0.8143156,554,552.0,2.0034,1.9996,4.0002,-5.3004189,5.3004446,0.8127011859166666,0.814168365375,1,1,-0.0005889,555,0.8132903,0.9163781706719206
NA_ion,NA-ion_270040-3-3-54.pkl,114,1109,0.8125538,0.8135808,553,552.0,1.9999,1.9999,4.0001,-5.3004036,5.3004556,0.8127009653888889,0.8141695857638888,1,1,0.001325,554,0.8125538,0.9155483162857317
NA_ion,NA-ion_270040-3-3-54.pkl,115,1109,0.8119625,0.812843,553,551.0,1.9993,1.9993,4.0,-5.3004093,5.3004084,0.8112261818888888,0.8126956294444444,1,1,0.0007362,554,0.8119625,0.9148820665931948
NA_ion,NA-ion_270040-3-3-54.pkl,116,1107,0.8112254,0.8122559,552,551.0,1.9995,1.9995,4.0001,-5.3003511,5.300405,0.8097533287083333,0.8126975425138889,2,1,0.0,553,0.8112254,0.9140515361545527
NA_ion,NA-ion_270040-3-3-54.pkl,117,1107,0.8104877,0.8115187,552,551.0,1.9999,1.9999,4.0001,-5.300364,5.3003669,0.8112237341666667,0.8112242201666667,1,1,0.0007361,553,0.8104877,0.9132203296634577
NA_ion,NA-ion_270040-3-3-54.pkl,118,1106,0.8100483,0.8109256,552,551.0,1.9992,1.9992,4.0003,-5.300426,5.3003569,0.8112259060277779,0.8097476881527779,1,1,0.0002945,552,0.8100483,0.9127252339169657
NA_ion,NA-ion_270040-3-3-54.pkl,119,1105,0.809166,0.8101938,551,550.0,1.9994,1.9994,4.0001,-5.300447,5.300375,0.8082828368472222,0.8097521078194445,2,1,0.0,552,0.809166,0.9117310987846717
NA_ion,NA-ion_270040-3-3-54.pkl,120,1104,0.8084326,0.8094611,551,549.0,1.9996,1.9996,4.0,-5.3004608,5.3004341,0.8082853639444445,0.8082831370694445,1,1,0.0001471999999999,551,0.8084326,0.9109047373361572
NA_ion,NA-ion_270040-3-3-54.pkl,121,1103,0.8076932,0.8087243,550,548.0,2.0057,1.9998,4.0001,-5.3004327,5.3004208,0.8068096377777778,0.8097548564166667,1,1,-0.0008833,551,0.8076932,0.9100716153631117
NA_ion,NA-ion_270040-3-3-54.pkl,122,1102,0.8071055,0.8081303,550,548.0,1.9998,1.9998,4.0003,-5.300396,5.3004112,0.8068109483611111,0.8082774794444443,1,1,0.0002944,550,0.8071055,0.9094094219852934
NA_ion,NA-ion_270040-3-3-54.pkl,123,1101,0.8063693,0.8073937,549,548.0,1.9999,1.9999,4.0003,-5.3004007,5.3003807,0.8068109550000001,0.8082769808749999,1,1,0.0010305999999999,550,0.8063693,0.908579905625331
NA_ion,NA-ion_270040-3-3-54.pkl,124,1100,0.8056372,0.8066627,549,548.0,1.9999,1.9999,4.0001,-5.3004107,5.3003888,0.8068149910277779,0.8053376235555556,1,1,0.0002944,549,0.8056372,0.9077550089571317
NA_ion,NA-ion_270040-3-3-54.pkl,125,1099,0.8047498,0.8059272,548,547.0,1.9994,1.9994,4.0002,-5.3004289,5.3004136,0.8038666180277778,0.8053382647916667,2,1,0.0,549,0.8047498,0.9067551273789862
NA_ion,NA-ion_270040-3-3-54.pkl,126,1099,0.8043106,0.8056307,548,546.0,1.9993,1.9993,4.0002,-5.3004274,5.3004723,0.8038688897638888,0.80386392325,1,2,0.0004416999999999,549,0.8043106,0.9062602569833119
NA_ion,NA-ion_270040-3-3-54.pkl,127,1097,0.8035793,0.8046057,547,545.0,1.9994,1.9994,4.0004,-5.3004384,5.3004746,0.8024012638472221,0.8053417644305556,1,1,0.0011778999999999,548,0.8035793,0.9054362617183833
NA_ion,NA-ion_270040-3-3-54.pkl,128,1096,0.8028415,0.8038704,547,546.0,1.9996,1.9996,4.0002,-5.3004303,5.3004813,0.8038720348333334,0.8038703086111112,1,1,0.0004415999999999,547,0.8028415,0.9046049425518794
NA_ion,NA-ion_270040-3-3-54.pkl,129,1095,0.8021027,0.8031338,546,545.0,1.999,1.999,4.0,-5.3003931,5.3004689,0.8023971692777777,0.800925279875,1,2,0.0011777999999998,547,0.8021027,0.9037724966312869
NA_ion,NA-ion_270040-3-3-54.pkl,130,1095,0.8013678,0.8025434,546,544.0,2.0024,1.9996,4.0001,-5.3004332,5.3004389,0.8009259866666667,0.8009238174861111,1,2,-0.0004416999999999,547,0.8013678,0.9029444450516396
NA_ion,NA-ion_270040-3-3-54.pkl,131,1093,0.8006304,0.8016617,545,544.0,1.9995,1.9995,4.0001,-5.3004165,5.3004813,0.7994528309166666,0.8023977367777778,2,1,0.0,546,0.8006304,0.902113576586771
NA_ion,NA-ion_270040-3-3-54.pkl,132,1092,0.7998983,0.8009256,545,543.0,1.9993,1.9993,4.0001,-5.3004355,5.3004527,0.7994565395138888,0.800925424111111,1,1,0.0004415999999999,545,0.7998983,0.9012886799185716
NA_ion,NA-ion_270040-3-3-54.pkl,133,1091,0.7993087,0.8003367,544,543.0,1.9995,1.9995,4.0003,-5.3004622,5.3004508,0.799455860111111,0.8009255404166666,1,1,0.0013250999999999,545,0.7993087,0.9006243457079851
NA_ion,NA-ion_270040-3-3-54.pkl,134,1091,0.7985733,0.7996005,544,542.0,1.9992,1.9992,4.0001,-5.300457,5.3004231,0.797984215263889,0.7994530796805556,1,2,0.000589,545,0.7985733,0.8997957307512937
NA_ion,NA-ion_270040-3-3-54.pkl,135,1089,0.797984,0.7990139,543,542.0,1.9991,1.9991,4.0003,-5.300508,5.3004704,0.7979838860138889,0.7994555594722221,1,1,0.001472,544,0.797984,0.8991317345669337
NA_ion,NA-ion_270040-3-3-54.pkl,136,1089,0.7970998,0.7982779,543,541.0,1.9998,1.9998,4.0001,-5.3004541,5.3004847,0.796510836875,0.7965110657083334,1,2,0.0005889,544,0.7970998,0.8981354586018717
NA_ion,NA-ion_270040-3-3-54.pkl,137,1087,0.7965137,0.7975404,542,541.0,1.9995,1.9995,4.0003,-5.3004675,5.3004355,0.7965136323472222,0.7979819670555556,1,1,0.0014721,543,0.7965137,0.897475068030595
NA_ion,NA-ion_270040-3-3-54.pkl,138,1087,0.7956298,0.7968034,542,541.0,1.9996,1.9996,4.0001,-5.3004904,5.3004637,0.7950411973194444,0.796508815861111,2,1,0.0,543,0.7956298,0.8964791300917595
NA_ion,NA-ion_270040-3-3-54.pkl,139,1085,0.7950402,0.7960705,541,540.0,1.9991,1.9991,4.0003,-5.3004632,5.3004885,0.7950401415694445,0.7950398289722223,1,1,0.0014721,542,0.7950402,0.8958147958811729
NA_ion,NA-ion_270040-3-3-54.pkl,140,1085,0.7941581,0.7953336,541,539.0,1.9994,1.9994,4.0001,-5.3004718,5.3004718,0.7935690807361112,0.7965113012638888,1,1,0.0005889,542,0.7941581,0.8948208860996967
NA_ion,NA-ion_270040-3-3-54.pkl,141,1083,0.7934213,0.7945991,540,539.0,1.9998,1.9998,4.0002,-5.3004632,5.3005381,0.7935683216805556,0.7950407033055555,1,1,0.0013252,541,0.7934213,0.8939906936872813
NA_ion,NA-ion_270040-3-3-54.pkl,142,1083,0.7925398,0.7937165,540,538.0,2.0,2.0,4.0,-5.3004904,5.3005123,0.7906260167361112,0.7935692044166667,2,1,0.0,541,0.7925398,0.8929974599582582
NA_ion,NA-ion_270040-3-3-54.pkl,143,1081,0.7919499,0.7929807,539,537.0,1.9994,1.9994,4.0003,-5.3004832,5.3004856,0.7906246405833334,0.7920973115416667,1,2,0.0013252,540,0.7919499,0.8923327877214451
NA_ion,NA-ion_270040-3-3-54.pkl,144,1081,0.7910712,0.792242,539,537.0,1.9995,1.9995,4.0001,-5.3005118,5.3004551,0.7891575716527779,0.7935670177083333,2,1,0.0,540,0.7910712,0.8913427089038699
NA_ion,NA-ion_270040-3-3-54.pkl,145,1079,0.7903324,0.7915054,538,537.0,1.9995,1.9995,4.0001,-5.3004942,5.3004694,0.7891548661527777,0.7906219271944445,2,1,0.0,539,0.7903324,0.8905102629832775
NA_ion,NA-ion_270040-3-3-54.pkl,146,1078,0.7894496,0.7906245,538,536.0,1.9998,1.9998,4.0001,-5.3004899,5.3004956,0.7891549958888889,0.7906243314305557,1,1,0.0002944999999999,538,0.7894496,0.8895155644739393
NA_ion,NA-ion_270040-3-3-54.pkl,147,1077,0.7887098,0.7898883,537,536.0,1.9997,1.9997,4.0001,-5.3005133,5.3005161,0.7891514570694445,0.7906243941805556,1,1,0.0010305999999999,538,0.7887098,0.8886819917992583
NA_ion,NA-ion_270040-3-3-54.pkl,148,1076,0.7879772,0.7891512,537,535.0,1.9993,1.9993,4.0001,-5.300487,5.3004875,0.7876825717777778,0.7891510619444445,1,1,0.0002945,537,0.7879772,0.8878565317540147
NA_ion,NA-ion_270040-3-3-54.pkl,149,1075,0.7872409,0.7884173,536,535.0,1.9991,1.9991,4.0001,-5.3004861,5.3005137,0.7862104055972222,0.7876810169027777,2,1,0.0,537,0.7872409,0.8870269027186435
NA_ion,NA-ion_270040-3-3-54.pkl,150,1074,0.7863569,0.7876801,536,534.0,1.9997,1.9997,4.0001,-5.300498,5.3004751,0.7862094714861112,0.78768004125,1,1,0.0001473,536,0.7863569,0.8860308521043991
NA_ion,NA-ion_270040-3-3-54.pkl,151,1073,0.7856207,0.7867972,535,533.0,1.9995,1.9995,4.0004,-5.3004875,5.3004799,0.7847371152361112,0.7862082610694445,1,2,0.0008833999999999,536,0.7856207,0.8852013357444367
NA_ion,NA-ion_270040-3-3-54.pkl,152,1071,0.7847384,0.7860599,534,533.0,1.9999,1.9999,4.0002,-5.3004827,5.3005052,0.7847383584861112,0.7862070353611111,1,1,0.0014721,535,0.7847384,0.8842072006121429
NA_ion,NA-ion_270040-3-3-54.pkl,153,1071,0.7840043,0.7851793,534,533.0,1.9993,1.9993,4.0002,-5.3005147,5.300477,0.7832684706527777,0.7847375623194445,2,1,0.0,535,0.7840043,0.8833800504357664
NA_ion,NA-ion_270040-3-3-54.pkl,154,1069,0.783119,0.7844436,533,532.0,1.9998,1.9998,4.0002,-5.300518,5.3005219,0.7832661546805556,0.7847380357638889,1,1,0.001325,534,0.783119,0.882382535041207
NA_ion,NA-ion_270040-3-3-54.pkl,155,1069,0.7823799,0.7835578,533,531.0,1.9994,1.9994,4.0001,-5.3005371,5.3004785,0.7817909605694444,0.7832632562222221,1,1,0.0005889,534,0.7823799,0.881549751094388
NA_ion,NA-ion_270040-3-3-54.pkl,156,1067,0.7814973,0.7828192,532,531.0,1.9997,1.9997,4.0002,-5.3004799,5.3004813,0.7817915717777777,0.7832608232222221,1,1,0.0011778999999999,533,0.7814973,0.8805552779358675
NA_ion,NA-ion_270040-3-3-54.pkl,157,1067,0.7806094,0.7819377,532,530.0,2.0,2.0,4.0002,-5.3004327,5.3004847,0.7803147650694445,0.7817903674027777,1,1,0.0002944999999999,533,0.7806094,0.879554832980678
NA_ion,NA-ion_270040-3-3-54.pkl,158,1065,0.7798821,0.7810569,531,530.0,1.9994,1.9994,4.0002,-5.3005052,5.3004937,0.7803236566527778,0.7803206955972223,1,1,0.0010305999999999,532,0.7798821,0.8787353447321035
NA_ion,NA-ion_270040-3-3-54.pkl,159,1064,0.7789964,0.7803188,531,529.0,1.9996,1.9996,4.0001,-5.3004889,5.3005028,0.778849039875,0.7803186374166666,1,1,0.0001473,531,0.7789964,0.8777373786359087
NA_ion,NA-ion_270040-3-3-54.pkl,160,1063,0.77826,0.7795841,530,528.0,1.9994,1.9994,4.0002,-5.3004723,5.3004942,0.777376459736111,0.7803200545972222,1,1,0.0008833999999999,531,0.77826,0.8769076369251285
NA_ion,NA-ion_270040-3-3-54.pkl,161,1061,0.777378,0.7787023,529,528.0,1.9992,1.9992,4.0002,-5.3004971,5.3005028,0.7773779014583334,0.7788494389027778,1,1,0.0014721,530,0.777378,0.8759138398190612
NA_ion,NA-ion_270040-3-3-54.pkl,162,1061,0.776494,0.7778147,529,527.0,2.003,1.9989,4.0001,-5.3005137,5.3004522,0.7759050510416667,0.7788452665416667,1,1,-0.0005889,530,0.776494,0.8749177892048169
NA_ion,NA-ion_270040-3-3-54.pkl,163,1059,0.7756113,0.7770841,528,527.0,1.9998,1.9998,4.0002,-5.3005176,5.3005133,0.7744336948472222,0.7773785259027778,2,1,0.0,529,0.7756113,0.8739232033708876
NA_ion,NA-ion_270040-3-3-54.pkl,164,1059,0.7747311,0.7760512,528,526.0,1.9994,1.9994,4.0002,-5.3005633,5.3005133,0.7744365945833334,0.7759039281805556,1,1,0.0002944999999999,529,0.7747311,0.8729314344221796
NA_ion,NA-ion_270040-3-3-54.pkl,165,1057,0.7739896,0.7753166,527,526.0,1.9992,1.9992,4.0003,-5.3005209,5.3005118,0.774431062875,0.7744331008194444,1,2,0.0010307,528,0.7739896,0.8720959462655482
NA_ion,NA-ion_270040-3-3-54.pkl,166,1055,0.7729586,0.7744302,526,525.0,1.9998,1.9998,4.0003,-5.3004584,5.3005166,0.7729586040138888,0.774430033361111,1,1,0.0014721,527,0.7729586,0.8709342628002926
NA_ion,NA-ion_270040-3-3-54.pkl,167,1055,0.7720782,0.7734023,526,525.0,1.9996,1.9996,4.0002,-5.3005471,5.3005066,0.7729614312499999,0.7729604831388889,1,1,0.0005889,527,0.7720782,0.869942268500767
NA_ion,NA-ion_270040-3-3-54.pkl,168,1053,0.7710476,0.772521,525,523.0,2.0,2.0,4.0,-5.300529,5.3005362,0.7700169250694444,0.7714902344583332,1,2,0.0010306000000001,526,0.7710476,0.8687810357371467
NA_ion,NA-ion_270040-3-3-54.pkl,169,1053,0.7701625,0.7716317,525,523.0,2.0,2.0,4.0001,-5.3004498,5.3005028,0.7700151197638889,0.7714842764027778,1,1,0.0001472,526,0.7701625,0.867783745693405
NA_ion,NA-ion_270040-3-3-54.pkl,170,1051,0.7691308,0.770603,524,522.0,2.0038,1.9999,4.0001,-5.3005052,5.300498,0.7685417784444445,0.7714863298611111,1,1,-0.0005889,525,0.7691308,0.8666212735002875
NA_ion,NA-ion_270040-3-3-54.pkl,171,1049,0.7680992,0.7695729,523,522.0,1.9998,1.9998,4.0001,-5.3004632,5.3005009,0.7685408593194444,0.7700144703055556,1,1,0.0010305999999999,524,0.7680992,0.8654589139825788
NA_ion,NA-ion_270040-3-3-54.pkl,172,1049,0.7672155,0.7686899,523,521.0,1.9995,1.9995,4.0002,-5.3004999,5.3005023,0.767068057625,0.7685426264027776,1,1,0.0001472,524,0.7672155,0.864463201394561
NA_ion,NA-ion_270040-3-3-54.pkl,173,1047,0.7661849,0.7678031,522,521.0,1.9999,1.9999,4.0001,-5.3004785,5.3004498,0.767068143236111,0.7670668912083334,1,1,0.0005888999999998,523,0.7661849,0.8633019686309408
NA_ion,NA-ion_270040-3-3-54.pkl,174,1045,0.765156,0.7666278,521,520.0,1.9994,1.9994,4.0001,-5.3004842,5.3004527,0.7655976364722222,0.7641247982777778,1,2,0.0010305999999999,522,0.765156,0.862142651349271
NA_ion,NA-ion_270040-3-3-54.pkl,175,1044,0.7641298,0.7657453,520,519.0,1.9995,1.9995,4.0,-5.30053,5.3005347,0.7626576239027779,0.7655980629722222,2,1,0.0,522,0.7641298,0.8609863763036403
NA_ion,NA-ion_270040-3-3-54.pkl,176,1043,0.7630972,0.7647147,520,518.0,1.9997,1.9997,4.0003,-5.300498,5.3005056,0.7626554794027778,0.765598046763889,1,1,0.0004416,521,0.7630972,0.8598228900318432
NA_ion,NA-ion_270040-3-3-54.pkl,177,1041,0.7619186,0.7635372,519,517.0,1.9998,1.9998,4.0,-5.3005204,5.3004799,0.759710318375,0.7641260222083333,2,1,0.0,520,0.7619186,0.8584948976631233
NA_ion,NA-ion_270040-3-3-54.pkl,178,1039,0.7608891,0.762503,518,517.0,1.9997,1.9997,4.0001,-5.3005013,5.3005095,0.761183425875,0.7626501696805555,1,1,0.0011778999999999,519,0.7608891,0.8573349043290004
NA_ion,NA-ion_270040-3-3-54.pkl,179,1039,0.7598569,0.7614737,518,516.0,1.9995,1.9995,4.0001,-5.3004665,5.3005118,0.7597095800138888,0.7611791934861112,1,1,0.0001472999999999,519,0.7598569,0.8561718687588386
NA_ion,NA-ion_270040-3-3-54.pkl,180,1037,0.7588244,0.7604409,517,515.0,2.0035,1.9996,4.0001,-5.300477,5.3005137,0.7567634083611111,0.7611770636805555,2,1,-0.0005889,518,0.7588244,0.8550084951624503
NA_ion,NA-ion_270040-3-3-54.pkl,181,1035,0.7576488,0.7592669,516,514.0,2.0058,1.9999,4.0,-5.3004904,5.3005333,0.756765361125,0.7582363123611112,1,2,-0.0008833999999999,517,0.7576488,0.853683883055996
NA_ion,NA-ion_270040-3-3-54.pkl,182,1035,0.7569126,0.7583858,516,514.0,1.9989,1.9989,4.0003,-5.3005271,5.3004985,0.7567653713472221,0.756766162986111,1,2,0.0001472,517,0.7569126,0.8528543666960337
NA_ion,NA-ion_270040-3-3-54.pkl,183,1033,0.7557343,0.757498,515,513.0,1.9999,1.9999,4.0002,-5.300509,5.3005347,0.7552924360416667,0.7582340671527777,1,1,0.0004417999999999,516,0.7557343,0.8515267123535402
NA_ion,NA-ion_270040-3-3-54.pkl,184,1031,0.7548546,0.7563221,514,513.0,1.9992,1.9992,4.0002,-5.3005037,5.3005285,0.7552961282916666,0.7552915280416667,1,2,0.0010307,515,0.7548546,0.8505355067818765
NA_ion,NA-ion_270040-3-3-54.pkl,185,1029,0.7536741,0.7552943,513,512.0,1.9997,1.9997,4.0001,-5.30053,5.3005414,0.7538213571805555,0.7552941668194444,1,1,0.001325,514,0.7536741,0.8492053735803884
NA_ion,NA-ion_270040-3-3-54.pkl,186,1029,0.7527956,0.7544102,513,511.0,1.9996,1.9996,4.0,-5.3005385,5.3005581,0.7523537833611111,0.7538211248472222,1,1,0.0004416999999999,514,0.7527956,0.8482155201136309
NA_ion,NA-ion_270040-3-3-54.pkl,187,1027,0.7520543,0.7535254,512,511.0,1.9991,1.9991,4.0004,-5.3005452,5.3005471,0.752348647375,0.7523474303472223,1,2,0.0011778999999999,513,0.7520543,0.8473802573078171
NA_ion,NA-ion_270040-3-3-54.pkl,188,1027,0.7510192,0.7526389,512,510.0,1.9994,1.9994,4.0004,-5.3004694,5.3004875,0.7508719447083334,0.7523443903194446,1,1,0.0001472,513,0.7510192,0.8462139541507986
NA_ion,NA-ion_270040-3-3-54.pkl,189,1025,0.7499875,0.7514611,511,509.0,1.9991,1.9991,4.0002,-5.3004446,5.3004427,0.7493984353055556,0.7523442622916666,1,1,0.0005889,512,0.7499875,0.8450514819576811
NA_ion,NA-ion_270040-3-3-54.pkl,190,1023,0.7488107,0.7505783,510,508.0,2.0,2.0,4.0,-5.3004661,5.3005195,0.7479272301527777,0.7508727605138888,1,1,0.0008834,511,0.7488107,0.8437255177463205
NA_ion,NA-ion_270040-3-3-54.pkl,191,1021,0.7479322,0.749402,509,508.0,1.9997,1.9997,4.0001,-5.3005633,5.3004999,0.7479320304444446,0.7494019743611111,1,1,0.001472,510,0.7479322,0.842735664279563
NA_ion,NA-ion_270040-3-3-54.pkl,192,1021,0.7470468,0.748517,509,507.0,1.9992,1.9992,4.0002,-5.3004889,5.3005052,0.7464578098611111,0.7479280875833333,1,2,0.0005889,510,0.7470468,0.8417380362095948
NA_ion,NA-ion_270040-3-3-54.pkl,193,1019,0.7461629,0.7476357,508,507.0,1.9991,1.9991,4.0002,-5.3005471,5.3004971,0.7464572411111112,0.7464577404583332,1,2,0.0011778,509,0.7461629,0.8407420982707592
NA_ion,NA-ion_270040-3-3-54.pkl,194,1019,0.7451314,0.7467481,508,506.0,1.9999,1.9999,4.0001,-5.3005152,5.300477,0.7449840500138888,0.7464535875277778,1,1,0.0001472,509,0.7451314,0.8395798514284594
NA_ion,NA-ion_270040-3-3-54.pkl,195,1017,0.7442517,0.7457196,507,505.0,1.9998,1.9998,4.0002,-5.3005257,5.3004718,0.7435154178750001,0.7464556404444443,1,1,0.0007360999999999,508,0.7442517,0.8385886458567956
NA_ion,NA-ion_270040-3-3-54.pkl,196,1015,0.7433681,0.7448366,506,505.0,1.9992,1.9992,4.0,-5.3005342,5.3004966,0.7435152339861111,0.7435113993888889,1,2,0.001325,507,0.7433681,0.8375930459441866
NA_ion,NA-ion_270040-3-3-54.pkl,197,1015,0.7424816,0.7440982,506,505.0,1.9996,1.9996,4.0002,-5.3004966,5.3004689,0.7435122224027778,0.7435090831388889,1,1,0.0004415999999999,507,0.7424816,0.836594178444721
NA_ion,NA-ion_270040-3-3-54.pkl,198,1013,0.7414562,0.7430697,505,504.0,1.9999,1.9999,4.0,-5.3005195,5.300457,0.742045104,0.7420390892777777,1,1,0.0008833999999999,506,0.7414562,0.8354388048023611
NA_ion,NA-ion_270040-3-3-54.pkl,199,1011,0.7405704,0.7420432,504,503.0,1.9994,1.9994,4.0001,-5.3005257,5.3004966,0.7405703525694445,0.7420431283472223,1,1,0.0014721,505,0.7405704,0.8344407260307574
NA_ion,NA-ion_270040-3-3-54.pkl,200,1011,0.7398285,0.7414498,504,503.0,1.9999,1.9999,4.0003,-5.3004522,5.3005056,0.7405644970138889,0.74056639275,1,1,0.0007361999999999,505,0.7398285,0.8336047871724905
NA_ion,NA-ion_270040-3-3-54.pkl,201,1009,0.7388023,0.7404187,503,502.0,2.0,2.0,4.0001,-5.300477,5.3005137,0.7390966218749999,0.74056578575,1,1,0.0011779,504,0.7388023,0.8324485121268599
NA_ion,NA-ion_270040-3-3-54.pkl,202,1009,0.7379166,0.739387,503,501.0,1.9999,1.9999,4.0002,-5.3005166,5.3004789,0.7376219774166667,0.7390924431805556,1,1,0.0002945,504,0.7379166,0.831450546030665
NA_ion,NA-ion_270040-3-3-54.pkl,203,1007,0.7368876,0.7383632,502,500.0,2.005,2.0,4.0,-5.3004913,5.3005228,0.7346792922083334,0.7390993008194444,2,1,-0.0007361999999999,503,0.7368876,0.8302911160735864
NA_ion,NA-ion_270040-3-3-54.pkl,204,1005,0.7360027,0.737475,501,500.0,1.9995,1.9995,4.0,-5.3004875,5.3005013,0.7361497205972223,0.7376221599583334,1,1,0.0013250999999999,502,0.7360027,0.8292940513806625
