subset,file,split,label,n_cycles,n_cycles_after,repro_denom,repro_both,branch_repo,label_gt_ncycles,cycle_number_at_label,soh_at_label_repo,soh_before_repo,max_soh_after_repo,n_above_after_repo,first_crossing_repo,last_crossing_repo,soh_at_label_dis1,soh_before_dis1,max_soh_after_dis1,n_above_after_dis1,first_crossing_dis1,last_crossing_dis1,soh_at_label,soh_before,max_soh_after,n_above_after,last_crossing,first_crossing
MATR,MATR_b1c35.pkl,train,701,701,0,repo,False,regress,False,701.0,0.80022,0.80145,,0.0,,,0.82208,0.82335,,0.0,,,0.80022,0.80145,,0.0,,
MATR,MATR_b1c30.pkl,val,707,707,0,repo,False,regress,False,707.0,0.80049,0.80169,,0.0,,,0.81542,0.81664,,0.0,,,0.80049,0.80169,,0.0,,
MATR,MATR_b4c1.pkl,train,760,861,101,repo,False,first_cross,False,760.0,0.79966,0.80074,0.79866,0.0,760.0,760.0,0.83887,0.84,0.83782,21.0,782.0,782.0,0.79966,0.80074,0.79866,0.0,760.0,760.0
MATR,MATR_b3c44.pkl,train,938,938,0,repo,False,regress,False,938.0,0.80042,0.80175,,0.0,,,0.82308,0.82445,,0.0,,,0.80042,0.80175,,0.0,,
MATR,MATR_b1c36.pkl,val,704,702,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b1c15.pkl,train,719,717,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b3c12.pkl,test,930,930,0,repo,False,regress,False,930.0,0.80073,0.80156,,0.0,,,0.81999,0.82084,,0.0,,,0.80073,0.80156,,0.0,,
MATR,MATR_b2c10.pkl,train,560,595,35,repo,False,first_cross,False,560.0,0.79979,0.80094,0.7984,0.0,560.0,560.0,0.82294,0.82412,0.82151,15.0,576.0,576.0,0.79979,0.80094,0.7984,0.0,560.0,560.0
MATR,MATR_b1c32.pkl,val,729,729,0,repo,False,regress,False,729.0,0.80074,0.8018,,0.0,,,0.8172,0.81828,,0.0,,,0.80074,0.8018,,0.0,,
MATR,MATR_b4c21.pkl,train,773,903,130,repo,False,first_cross,False,773.0,0.79959,0.80083,0.79798,0.0,773.0,773.0,0.83343,0.83472,0.83175,19.0,793.0,793.0,0.79959,0.80083,0.79798,0.0,773.0,773.0
MATR,MATR_b3c22.pkl,train,1000,1000,0,repo,False,regress,False,1000.0,0.80086,0.80235,,0.0,,,0.83402,0.83557,,0.0,,,0.80086,0.80235,,0.0,,
MATR,MATR_b4c11.pkl,train,863,930,67,repo,False,first_cross,False,863.0,0.79967,0.80079,0.79846,0.0,863.0,863.0,0.83021,0.83137,0.82895,21.0,885.0,885.0,0.79967,0.80079,0.79846,0.0,863.0,863.0
MATR,MATR_b4c3.pkl,val,777,911,134,repo,False,first_cross,False,777.0,0.79865,0.8,0.79745,0.0,777.0,777.0,0.83892,0.84034,0.83765,24.0,802.0,802.0,0.79865,0.8,0.79745,0.0,777.0,777.0
MATR,MATR_b3c25.pkl,train,988,987,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b1c34.pkl,val,742,740,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b3c0.pkl,test,1007,1007,0,repo,False,regress,False,1007.0,0.80039,0.80117,,0.0,,,0.8248,0.82559,,0.0,,,0.80039,0.80117,,0.0,,
MATR,MATR_b4c29.pkl,train,887,956,69,repo,False,first_cross,False,887.0,0.79936,0.80033,0.79829,0.0,887.0,887.0,0.82491,0.82591,0.82381,18.0,906.0,906.0,0.79936,0.80033,0.79829,0.0,887.0,887.0
MATR,MATR_b4c16.pkl,val,909,983,74,repo,False,first_cross,False,909.0,0.79963,0.80076,0.79877,0.0,909.0,909.0,0.83224,0.83342,0.83135,22.0,932.0,932.0,0.79963,0.80076,0.79877,0.0,909.0,909.0
MATR,MATR_b1c33.pkl,train,754,755,1,repo,False,regress,False,754.0,0.8005,0.80147,0.8001,1.0,,,0.806,0.80697,0.8056,1.0,,,0.8005,0.80147,0.8001,1.0,,
MATR,MATR_b4c31.pkl,val,559,832,273,repo,False,first_cross,False,559.0,0.7983,0.80031,0.79599,0.0,559.0,559.0,0.83496,0.83706,0.83254,12.0,572.0,572.0,0.7983,0.80031,0.79599,0.0,559.0,559.0
MATR,MATR_b4c42.pkl,train,774,915,141,repo,False,first_cross,False,774.0,0.79939,0.80076,0.79795,0.0,774.0,774.0,0.83775,0.83919,0.83624,21.0,796.0,796.0,0.79939,0.80076,0.79795,0.0,774.0,774.0
MATR,MATR_b4c34.pkl,train,891,997,106,repo,False,first_cross,False,891.0,0.79916,0.80012,0.79837,0.0,891.0,891.0,0.83702,0.83803,0.83619,31.0,923.0,923.0,0.79916,0.80012,0.79837,0.0,891.0,891.0
MATR,MATR_b4c4.pkl,train,656,912,256,repo,False,first_cross,False,656.0,0.79978,0.80247,0.79759,0.0,656.0,656.0,0.84566,0.8485,0.84334,14.0,671.0,671.0,0.79978,0.80247,0.79759,0.0,656.0,656.0
MATR,MATR_b4c15.pkl,train,675,871,196,repo,False,first_cross,False,675.0,0.79958,0.80089,0.79825,0.0,675.0,675.0,0.82826,0.82963,0.82689,16.0,692.0,692.0,0.79958,0.80089,0.79825,0.0,675.0,675.0
MATR,MATR_b4c0.pkl,test,856,982,126,repo,False,first_cross,False,856.0,0.79959,0.8002,0.79868,0.0,856.0,856.0,0.845,0.84565,0.84404,31.0,888.0,888.0,0.79959,0.8002,0.79868,0.0,856.0,856.0
MATR,MATR_b4c37.pkl,train,863,1005,142,repo,False,first_cross,False,863.0,0.79965,0.80085,0.7987,0.0,863.0,863.0,0.84319,0.84446,0.84219,31.0,895.0,895.0,0.79965,0.80085,0.7987,0.0,863.0,863.0
MATR,MATR_b4c43.pkl,train,750,951,201,repo,False,first_cross,False,750.0,0.79956,0.80067,0.79799,0.0,750.0,750.0,0.84448,0.84565,0.84282,25.0,776.0,776.0,0.79956,0.80067,0.79799,0.0,750.0,750.0
MATR,MATR_b3c1.pkl,train,1061,1061,0,repo,False,regress,False,1061.0,0.80025,0.80095,,0.0,,,0.8265,0.82723,,0.0,,,0.80025,0.80095,,0.0,,
MATR,MATR_b3c26.pkl,train,1025,1026,1,repo,False,regress,False,1025.0,0.80086,0.80151,0.80021,1.0,,,0.82176,0.82243,0.8211,1.0,,,0.80086,0.80151,0.80021,1.0,,
MATR,MATR_b1c19.pkl,train,786,786,0,repo,False,regress,False,786.0,0.80085,0.80171,,0.0,,,0.81184,0.81271,,0.0,,,0.80085,0.80171,,0.0,,
MATR,MATR_b1c18.pkl,train,687,688,1,repo,False,regress,False,687.0,0.80209,0.80099,0.80104,1.0,,,0.82754,0.82641,0.82646,1.0,,,0.80209,0.80099,0.80104,1.0,,
MATR,MATR_b3c4.pkl,train,1045,1046,1,repo,False,regress,False,1045.0,0.80049,0.80102,0.80001,1.0,,,0.82103,0.82158,0.82054,1.0,,,0.80049,0.80102,0.80001,1.0,,
MATR,MATR_b2c6.pkl,train,510,544,34,repo,False,first_cross,False,510.0,0.79989,0.80065,0.79883,0.0,510.0,510.0,0.82328,0.82407,0.82219,17.0,528.0,528.0,0.79989,0.80065,0.79883,0.0,510.0,510.0
MATR,MATR_b3c9.pkl,train,1036,1037,1,repo,False,regress,False,1036.0,0.80085,0.80172,0.8001,1.0,,,0.8237,0.82459,0.82293,1.0,,,0.80085,0.80172,0.8001,1.0,,
MATR,MATR_b1c11.pkl,val,786,786,0,repo,False,regress,False,786.0,0.80049,0.80157,,0.0,,,0.83561,0.83673,,0.0,,,0.80049,0.80157,,0.0,,
MATR,MATR_b4c5.pkl,val,913,1067,154,repo,False,first_cross,False,913.0,0.79914,0.80003,0.79785,0.0,913.0,913.0,0.84752,0.84847,0.84616,32.0,946.0,946.0,0.79914,0.80003,0.79785,0.0,913.0,913.0
MATR,MATR_b4c23.pkl,train,1038,1094,56,repo,False,first_cross,False,1038.0,0.79972,0.80062,0.79871,0.0,1038.0,1038.0,0.83907,0.84002,0.83802,28.0,1067.0,1067.0,0.79972,0.80062,0.79871,0.0,1038.0,1038.0
MATR,MATR_b3c35.pkl,val,1091,1091,0,repo,False,regress,False,1091.0,0.80011,0.80068,,0.0,,,0.82766,0.82826,,0.0,,,0.80011,0.80068,,0.0,,
MATR,MATR_b3c3.pkl,train,1113,1113,0,repo,False,regress,False,1113.0,0.80053,0.80101,,0.0,,,0.82848,0.82898,,0.0,,,0.80053,0.80101,,0.0,,
MATR,MATR_b3c39.pkl,train,1154,1154,0,repo,False,regress,False,1154.0,0.80039,0.80142,,0.0,,,0.84058,0.84166,,0.0,,,0.80039,0.80142,,0.0,,
MATR,MATR_b3c10.pkl,train,1076,1076,0,repo,False,regress,False,1076.0,0.80058,0.80104,,0.0,,,0.8294,0.82988,,0.0,,,0.80058,0.80104,,0.0,,
MATR,MATR_b4c41.pkl,test,836,997,161,repo,False,first_cross,False,836.0,0.79887,0.8001,0.79731,0.0,836.0,836.0,0.83187,0.83315,0.83024,18.0,855.0,855.0,0.79887,0.8001,0.79731,0.0,836.0,836.0
MATR,MATR_b4c44.pkl,test,942,1077,135,repo,False,first_cross,False,942.0,0.7998,0.80097,0.79888,0.0,942.0,942.0,0.84268,0.84391,0.84171,28.0,971.0,971.0,0.7998,0.80097,0.79888,0.0,942.0,942.0
MATR,MATR_b3c34.pkl,val,1156,1156,0,repo,False,regress,False,1156.0,0.80016,0.8008,,0.0,,,0.82915,0.82982,,0.0,,,0.80016,0.8008,,0.0,,
MATR,MATR_b4c19.pkl,train,991,1111,120,repo,False,first_cross,False,991.0,0.79974,0.80067,0.79885,0.0,991.0,991.0,0.83766,0.83865,0.83673,27.0,1019.0,1019.0,0.79974,0.80067,0.79885,0.0,991.0,991.0
MATR,MATR_b4c18.pkl,train,906,1057,151,repo,False,first_cross,False,906.0,0.79929,0.80021,0.79806,0.0,906.0,906.0,0.83659,0.83756,0.83531,25.0,932.0,932.0,0.79929,0.80021,0.79806,0.0,906.0,906.0
MATR,MATR_b1c27.pkl,val,841,840,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b4c35.pkl,test,1081,1131,50,repo,False,first_cross,False,1081.0,0.79867,0.80014,0.79737,0.0,1081.0,1081.0,0.83369,0.83521,0.83233,17.0,1095.0,1100.0,0.79867,0.80014,0.79737,0.0,1081.0,1081.0
MATR,MATR_b1c17.pkl,train,858,855,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b4c40.pkl,train,871,1122,251,repo,False,first_cross,False,871.0,0.78635,0.91834,0.91505,215.0,871.0,1088.0,0.8171,0.95425,0.95083,244.0,1116.0,1116.0,0.78635,0.91834,0.91505,215.0,1088.0,871.0
MATR,MATR_b4c24.pkl,train,988,1115,127,repo,False,first_cross,False,988.0,0.79909,0.80005,0.79782,0.0,988.0,988.0,0.84056,0.84157,0.83923,26.0,1015.0,1015.0,0.79909,0.80005,0.79782,0.0,988.0,988.0
MATR,MATR_b3c18.pkl,train,1143,1144,1,repo,False,regress,False,1143.0,0.80037,0.8007,0.80004,1.0,,,0.82433,0.82467,0.82399,1.0,,,0.80037,0.8007,0.80004,1.0,,
MATR,MATR_b1c28.pkl,val,858,858,0,repo,False,regress,False,858.0,0.80053,0.80134,,0.0,,,0.81706,0.81788,,0.0,,,0.80053,0.80134,,0.0,,
MATR,MATR_b3c19.pkl,test,1152,1153,1,repo,False,regress,False,1152.0,0.80038,0.80092,0.80007,1.0,,,0.82134,0.82189,0.82102,1.0,,,0.80038,0.80092,0.80007,1.0,,
MATR,MATR_b1c16.pkl,train,860,860,0,repo,False,regress,False,860.0,0.80088,0.80195,,0.0,,,0.81483,0.81592,,0.0,,,0.80088,0.80195,,0.0,,
MATR,MATR_b1c25.pkl,val,852,852,0,repo,False,regress,False,852.0,0.80018,0.80098,,0.0,,,0.81861,0.81943,,0.0,,,0.80018,0.80098,,0.0,,
MATR,MATR_b1c7.pkl,train,869,868,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b1c14.pkl,val,877,878,1,repo,False,regress,False,877.0,0.80084,0.80164,0.80006,1.0,,,0.82255,0.82337,0.82175,1.0,,,0.80084,0.80164,0.80006,1.0,,
MATR,MATR_b1c31.pkl,train,875,874,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b1c26.pkl,train,868,868,0,repo,False,regress,False,868.0,0.80095,0.80158,,0.0,,,0.81005,0.81068,,0.0,,,0.80095,0.80158,,0.0,,
MATR,MATR_b4c10.pkl,train,872,1082,210,repo,False,first_cross,False,872.0,0.79978,0.80068,0.79846,0.0,872.0,872.0,0.82816,0.82911,0.8268,20.0,893.0,893.0,0.79978,0.80068,0.79846,0.0,872.0,872.0
MATR,MATR_b1c29.pkl,test,915,915,0,repo,False,regress,False,915.0,0.80032,0.80111,,0.0,,,0.81555,0.81636,,0.0,,,0.80032,0.80111,,0.0,,
MATR,MATR_b3c33.pkl,train,1282,1282,0,repo,False,regress,False,1282.0,0.80073,0.80142,,0.0,,,0.83073,0.83145,,0.0,,,0.80073,0.80142,,0.0,,
MATR,MATR_b4c38.pkl,train,1055,1230,175,repo,False,first_cross,False,1055.0,0.78764,0.87103,0.86607,108.0,1055.0,1165.0,0.81928,0.90602,0.90086,154.0,1096.0,1211.0,0.78764,0.87103,0.86607,108.0,1165.0,1055.0
MATR,MATR_b3c17.pkl,train,1313,1313,0,repo,False,regress,False,1313.0,0.80039,0.8008,,0.0,,,0.82557,0.82599,,0.0,,,0.80039,0.8008,,0.0,,
MATR,MATR_b1c40.pkl,test,964,964,0,repo,False,regress,False,964.0,0.80055,0.80196,,0.0,,,0.81289,0.81432,,0.0,,,0.80055,0.80196,,0.0,,
MATR,MATR_b1c24.pkl,test,1015,1015,0,repo,False,regress,False,1015.0,0.80042,0.80115,,0.0,,,0.81939,0.82014,,0.0,,,0.80042,0.80115,,0.0,,
MATR,MATR_b1c23.pkl,train,1012,1012,0,repo,False,regress,False,1012.0,0.8006,0.80152,,0.0,,,0.81596,0.81689,,0.0,,,0.8006,0.80152,,0.0,,
MATR,MATR_b2c47.pkl,val,712,744,32,repo,False,first_cross,False,712.0,0.79888,0.80034,0.79806,0.0,712.0,712.0,0.84324,0.84478,0.84237,28.0,741.0,741.0,0.79888,0.80034,0.79806,0.0,712.0,712.0
MATR,MATR_b1c41.pkl,train,1049,1049,0,repo,False,regress,False,1049.0,0.80097,0.80238,,0.0,,,0.81658,0.81802,,0.0,,,0.80097,0.80238,,0.0,,
MATR,MATR_b1c9.pkl,train,1052,1052,0,repo,False,regress,False,1052.0,0.80084,0.80187,,0.0,,,0.81343,0.81447,,0.0,,,0.80084,0.80187,,0.0,,
MATR,MATR_b1c5.pkl,train,1071,1072,1,repo,False,regress,False,1071.0,0.80107,0.80193,0.80049,1.0,,,0.81884,0.81972,0.81825,1.0,,,0.80107,0.80193,0.80049,1.0,,
MATR,MATR_b3c16.pkl,train,1635,1636,1,repo,False,regress,False,1635.0,0.80036,0.80072,0.80014,1.0,,,0.82977,0.83015,0.82954,1.0,,,0.80036,0.80072,0.80014,1.0,,
MATR,MATR_b3c45.pkl,train,1799,1799,0,repo,False,regress,False,1799.0,0.80043,0.80069,,0.0,,,0.82322,0.82348,,0.0,,,0.80043,0.80069,,0.0,,
MATR,MATR_b3c7.pkl,train,1834,1834,0,repo,False,regress,False,1834.0,0.80033,0.80057,,0.0,,,0.82468,0.82492,,0.0,,,0.80033,0.80057,,0.0,,
MATR,MATR_b3c38.pkl,val,1932,1933,1,repo,False,regress,False,1932.0,0.80021,0.80084,0.8,1.0,,,0.82253,0.82318,0.82232,1.0,,,0.80021,0.80084,0.8,1.0,,
MATR,MATR_b1c3.pkl,train,1431,1432,1,repo,False,regress,False,1431.0,0.80039,0.80074,0.80011,1.0,,,0.81542,0.81578,0.81514,1.0,,,0.80039,0.80074,0.80011,1.0,,
MATR,MATR_b1c4.pkl,test,1705,1707,2,repo,False,regress,False,1705.0,0.80068,0.80106,0.80027,2.0,,,0.81671,0.81709,0.81628,2.0,,,0.80068,0.80106,0.80027,2.0,,
MATR,MATR_b1c0.pkl,test,1858,1849,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
MATR,MATR_b1c1.pkl,test,2154,2158,4,repo,False,regress,False,2154.0,0.80116,0.80063,0.80087,4.0,,,0.81956,0.81902,0.81927,4.0,,,0.80116,0.80063,0.80087,4.0,,
MATR,MATR_b1c2.pkl,val,2237,2235,0,repo,False,regress,True,,,,,,,,,,,,,,,,,,,
UL_PUR,UL-PUR_N10-NA7_18650_NCA_23C_0-100_0.5-0.5C_g.pkl,train,159,164,5,repo,False,regress,False,159.0,0.80029,0.80029,0.80029,5.0,,,0.90339,0.90339,0.90339,5.0,,,0.80029,0.80029,0.80029,5.0,,
UL_PUR,UL-PUR_N15-NA10_18650_NCA_23C_0-100_0.5-0.5C_j.pkl,train,259,259,0,repo,False,regress,False,259.0,0.80265,0.80265,,0.0,,,0.87077,0.87077,,0.0,,,0.80265,0.80265,,0.0,,
SNL,SNL_18650_NMC_15C_0-100_0.5-2C_b.pkl,train,143,389,246,repo,False,first_cross,False,143.0,0.79963,0.80037,0.79889,0.0,143.0,143.0,0.80861,0.80936,0.80787,8.0,152.0,152.0,0.79963,0.80037,0.79889,0.0,143.0,143.0
SNL,SNL_18650_NMC_15C_0-100_0.5-2C_a.pkl,train,152,389,237,repo,False,first_cross,False,152.0,0.8,0.80074,0.79926,0.0,152.0,152.0,0.79295,0.79369,0.79222,0.0,145.0,145.0,0.8,0.80074,0.79926,0.0,152.0,152.0
SNL,SNL_18650_NMC_15C_0-100_0.5-1C_b.pkl,val,143,513,370,repo,False,first_cross,False,143.0,0.79963,0.80037,0.79889,0.0,143.0,143.0,0.85134,0.85213,0.85055,92.0,236.0,236.0,0.79963,0.80037,0.79889,0.0,143.0,143.0
SNL,SNL_18650_NMC_15C_0-100_0.5-1C_a.pkl,test,147,513,366,repo,False,first_cross,False,147.0,0.79963,0.80074,0.79852,0.0,147.0,147.0,0.80052,0.80163,0.79941,0.0,148.0,148.0,0.79963,0.80074,0.79852,0.0,147.0,147.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_b.pkl,train,428,552,124,repo,False,first_cross,False,428.0,0.8,0.80033,0.8,0.0,428.0,428.0,0.85991,0.86027,0.85991,124.0,,,0.8,0.80033,0.8,0.0,428.0,428.0
SNL,SNL_18650_NCA_15C_0-100_0.5-1C_a.pkl,train,331,522,191,repo,False,first_cross,False,331.0,0.79861,0.80035,0.83021,8.0,331.0,395.0,0.79011,0.79182,0.82137,8.0,307.0,395.0,0.79861,0.80035,0.83021,8.0,395.0,331.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_b.pkl,train,337,464,127,repo,True,first_cross,False,337.0,0.74469,0.82344,0.75375,0.0,337.0,337.0,0.75579,0.83571,0.76499,0.0,337.0,337.0,0.74469,0.82344,0.75375,0.0,337.0,337.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_c.pkl,train,333,397,64,repo,False,first_cross,False,333.0,0.8,0.80067,0.79967,0.0,333.0,333.0,0.81883,0.81952,0.81849,51.0,385.0,385.0,0.8,0.80067,0.79967,0.0,333.0,333.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_a.pkl,train,395,515,120,repo,True,first_cross,False,395.0,0.78906,0.80187,0.81062,26.0,395.0,427.0,0.79228,0.80515,0.81393,31.0,395.0,432.0,0.78906,0.80187,0.81062,26.0,427.0,395.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_b.pkl,val,310,522,212,repo,False,first_cross,False,310.0,0.79937,0.80031,0.82594,31.0,310.0,402.0,0.81987,0.82083,0.84712,113.0,360.0,463.0,0.79937,0.80031,0.82594,31.0,402.0,310.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_c.pkl,train,406,515,109,repo,False,first_cross,False,406.0,0.8,0.80031,0.79937,0.0,406.0,406.0,0.80276,0.80307,0.80213,2.0,409.0,409.0,0.8,0.80031,0.79937,0.0,406.0,406.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_a.pkl,train,422,730,308,repo,False,first_cross,False,422.0,0.79967,0.82067,0.81533,106.0,422.0,530.0,0.83443,0.85635,0.85078,308.0,,,0.79967,0.82067,0.81533,106.0,530.0,422.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_a.pkl,train,406,521,115,repo,False,first_cross,False,406.0,0.8,0.805,0.80533,51.0,406.0,458.0,0.84537,0.85065,0.851,115.0,,,0.8,0.805,0.80533,51.0,458.0,406.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_c.pkl,test,333,522,189,repo,False,first_cross,False,333.0,0.8,0.80094,0.82,8.0,333.0,395.0,0.8109,0.81185,0.83117,44.0,354.0,411.0,0.8,0.80094,0.82,8.0,395.0,333.0
SNL,SNL_18650_NCA_15C_0-100_0.5-2C_b.pkl,test,250,784,534,repo,False,first_cross,False,250.0,0.79792,0.80278,0.92743,65.0,250.0,657.0,0.79214,0.79697,0.92072,59.0,236.0,657.0,0.79792,0.80278,0.92743,65.0,657.0,250.0
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_b.pkl,train,320,786,466,repo,False,first_cross,False,320.0,0.79969,0.80062,0.86875,12.0,320.0,527.0,0.87249,0.87351,0.94783,146.0,453.0,659.0,0.79969,0.80062,0.86875,12.0,527.0,320.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_d.pkl,train,391,529,138,repo,False,first_cross,False,391.0,0.8,0.80033,0.80233,8.0,391.0,402.0,0.85137,0.85172,0.85385,138.0,,,0.8,0.80033,0.80233,8.0,402.0,391.0
SNL,SNL_18650_NMC_35C_0-100_0.5-2C_b.pkl,train,566,772,206,repo,False,first_cross,False,566.0,0.8,0.80033,0.8,0.0,566.0,566.0,0.86424,0.8646,0.86424,206.0,,,0.8,0.80033,0.8,0.0,566.0,566.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,val,378,654,276,repo,False,first_cross,False,378.0,0.79969,0.80031,0.85031,45.0,378.0,527.0,0.83819,0.83885,0.89125,134.0,503.0,527.0,0.79969,0.80031,0.85031,45.0,527.0,378.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_c.pkl,test,602,698,96,repo,False,first_cross,False,602.0,0.8,0.80033,0.8,0.0,602.0,602.0,0.85991,0.86027,0.85991,96.0,,,0.8,0.80033,0.8,0.0,602.0,602.0
SNL,SNL_18650_NCA_25C_0-100_0.5-1C_d.pkl,val,382,654,272,repo,False,first_cross,False,382.0,0.8,0.80062,0.83594,31.0,382.0,527.0,0.82448,0.82512,0.86151,95.0,467.0,530.0,0.8,0.80062,0.83594,31.0,527.0,382.0
SNL,SNL_18650_NCA_35C_0-100_0.5-2C_a.pkl,train,263,654,391,repo,False,first_cross,False,263.0,0.77875,0.90156,0.87844,17.0,263.0,653.0,0.78911,0.91355,0.89012,19.0,263.0,525.0,0.77875,0.90156,0.87844,17.0,653.0,263.0
SNL,SNL_18650_NMC_25C_0-100_0.5-2C_a.pkl,train,333,661,328,repo,False,first_cross,False,333.0,0.8,0.801,0.812,65.0,333.0,450.0,0.81939,0.82042,0.83168,227.0,561.0,561.0,0.8,0.801,0.812,65.0,450.0,333.0
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_d.pkl,train,444,654,210,repo,False,first_cross,False,444.0,0.8,0.80094,0.79937,0.0,444.0,444.0,0.79875,0.79969,0.79813,0.0,443.0,443.0,0.8,0.80094,0.79937,0.0,444.0,444.0
SNL,SNL_18650_NCA_15C_0-100_0.5-2C_a.pkl,train,226,916,690,repo,False,first_cross,False,226.0,0.79931,0.80035,0.91389,56.0,226.0,658.0,0.80209,0.80314,0.91707,60.0,229.0,658.0,0.79931,0.80035,0.91389,56.0,658.0,226.0
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_a.pkl,test,335,786,451,repo,False,first_cross,False,335.0,0.8,0.80062,0.86375,16.0,335.0,527.0,0.82157,0.82221,0.88703,94.0,376.0,660.0,0.8,0.80062,0.86375,16.0,527.0,335.0
SNL,SNL_18650_NMC_25C_0-100_0.5-3C_d.pkl,val,600,905,305,repo,False,first_cross,False,600.0,0.8,0.80033,0.80367,8.0,600.0,631.0,0.8596,0.85996,0.86354,305.0,,,0.8,0.80033,0.80367,8.0,631.0,600.0
SNL,SNL_18650_NCA_15C_0-100_0.5-1C_b.pkl,train,632,918,286,repo,False,first_cross,False,632.0,0.8,0.80069,0.85243,57.0,632.0,791.0,0.81098,0.81169,0.86413,98.0,725.0,791.0,0.8,0.80069,0.85243,57.0,791.0,632.0
SNL,SNL_18650_NMC_35C_0-100_0.5-2C_a.pkl,train,639,786,147,repo,False,first_cross,False,639.0,0.79467,0.80267,0.803,8.0,639.0,659.0,0.82377,0.83207,0.83241,147.0,,,0.79467,0.80267,0.803,8.0,659.0,639.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_c.pkl,test,637,785,148,repo,False,first_cross,False,637.0,0.8,0.80033,0.80567,8.0,637.0,658.0,0.85531,0.85567,0.86137,148.0,,,0.8,0.80033,0.80567,8.0,658.0,637.0
SNL,SNL_18650_NCA_35C_0-100_0.5-2C_b.pkl,val,229,786,557,repo,False,first_cross,False,229.0,0.79844,0.80219,0.88938,27.0,229.0,527.0,0.8226,0.82646,0.91629,58.0,263.0,655.0,0.79844,0.80219,0.88938,27.0,527.0,229.0
SNL,SNL_18650_NMC_25C_0-100_0.5-1C_b.pkl,val,468,785,317,repo,False,first_cross,False,468.0,0.8,0.80033,0.80367,4.0,468.0,526.0,0.86705,0.86741,0.87103,317.0,,,0.8,0.80033,0.80367,4.0,526.0,468.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_d.pkl,val,592,786,194,repo,False,first_cross,False,592.0,0.8,0.80033,0.8,0.0,592.0,592.0,0.8547,0.85506,0.8547,194.0,,,0.8,0.80033,0.8,0.0,592.0,592.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_a.pkl,train,500,786,286,repo,False,first_cross,False,500.0,0.795,0.812,0.811,53.0,500.0,659.0,0.84544,0.86352,0.86246,286.0,,,0.795,0.812,0.811,53.0,659.0,500.0
SNL,SNL_18650_NMC_25C_0-100_0.5-0.5C_b.pkl,train,506,679,173,repo,False,first_cross,False,506.0,0.79967,0.80033,0.80033,2.0,506.0,550.0,0.80234,0.80301,0.80301,10.0,513.0,552.0,0.79967,0.80033,0.80033,2.0,550.0,506.0
SNL,SNL_18650_NMC_35C_0-100_0.5-1C_b.pkl,test,523,786,263,repo,False,first_cross,False,523.0,0.77333,0.81233,0.804,76.0,523.0,659.0,0.82211,0.86357,0.85471,263.0,,,0.77333,0.81233,0.804,76.0,659.0,523.0
SNL,SNL_18650_NCA_25C_0-100_0.5-0.5C_a.pkl,val,296,513,217,repo,False,first_cross,False,296.0,0.79875,0.80812,0.81594,49.0,296.0,363.0,0.8086,0.8181,0.826,80.0,377.0,377.0,0.79875,0.80812,0.81594,49.0,363.0,296.0
SNL,SNL_18650_NMC_25C_0-100_0.5-2C_b.pkl,train,492,1321,829,repo,False,first_cross,False,492.0,0.79333,0.80033,0.801,4.0,492.0,530.0,0.8497,0.85719,0.85791,668.0,1153.0,1194.0,0.79333,0.80033,0.801,4.0,530.0,492.0
SNL,SNL_18650_NCA_25C_0-100_0.5-0.5C_b.pkl,train,180,916,736,repo,False,first_cross,False,180.0,0.79719,0.8025,0.85406,88.0,180.0,311.0,0.80779,0.81317,0.86542,114.0,186.0,324.0,0.79719,0.8025,0.85406,88.0,311.0,180.0
