subset,file,cell_id,n_cycles,nominal_capacity_in_Ah,soc_lo,soc_hi,min_voltage_limit_in_V,max_voltage_limit_in_V,disc_sign,sign_votes_neg,sign_votes_pos,has_time,cycle_keys,top_keys,error
Tongji,Tongji1_CY45-05_1--18.pkl,Tongji1_CY45-05_1--18,596,3.5,0,1,2.65,4.2,-1,12108,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c3.pkl,MATR_b2c3,360,1.1,0,1,2.0,3.5,-1,11511,64,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c21.pkl,MATR_b1c21,557,1.1,0,1,2.0,3.5,-1,12264,110,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_2-5.pkl,HUST_2-5,1386,1.1,0,1,2.0,3.6,-1,9291,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c25.pkl,MATR_b2c25,486,1.1,0,1,2.0,3.5,-1,11830,58,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b3c31.pkl,MATR_b3c31,729,1.1,0,1,2.0,3.5,-1,11727,35,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b3c6.pkl,MATR_b3c6,665,1.1,0,1,2.0,3.5,-1,10898,45,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_4-3.pkl,HUST_4-3,1142,1.1,0,1,2.0,3.6,-1,14932,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c35.pkl,MATR_b2c35,485,1.1,0,1,2.0,3.5,-1,11793,75,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c26.pkl,MATR_b2c26,497,1.1,0,1,2.0,3.5,-1,12090,40,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
RWTH,RWTH_030.pkl,RWTH_030,1488,1.85,0.2,0.8,3.5,3.9,-1,11165,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_1-6.pkl,HUST_1-6,1143,1.1,0,1,2.0,3.6,-1,14226,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c8.pkl,MATR_b4c8,718,1.1,0,1,2.0,3.5,-1,11981,32,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c39.pkl,MATR_b2c39,479,1.1,0,1,2.0,3.5,-1,12800,109,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji1_CY45-05_1--21.pkl,Tongji1_CY45-05_1--21,637,3.5,0,1,2.65,4.2,-1,12087,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MICH_EXP,MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C.pkl,MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C,557,5.0,0.5,1,3,4.2,-1,5185,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c45.pkl,MATR_b1c45,597,1.1,0,1,2.0,3.5,-1,12504,109,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--18.pkl,Tongji2_CY45-05_1--18,596,3.5,0,1,2.5,4.2,-1,13180,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--16.pkl,Tongji2_CY45-05_1--16,595,3.5,0,1,2.5,4.2,-1,13179,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_5-7.pkl,HUST_5-7,1448,1.1,0,1,2.0,3.6,-1,9428,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji2_CY45-05_1--17.pkl,Tongji2_CY45-05_1--17,596,3.5,0,1,2.5,4.2,-1,13171,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c38.pkl,MATR_b2c38,486,1.1,0,1,2.0,3.5,-1,11857,35,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c2.pkl,MATR_b2c2,463,1.1,0,1,2.0,3.5,-1,12478,69,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji1_CY45-05_1--27.pkl,Tongji1_CY45-05_1--27,649,3.5,0,1,2.65,4.2,-1,11506,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c44.pkl,MATR_b1c44,614,1.1,0,1,2.0,3.5,-1,12062,121,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c39.pkl,MATR_b4c39,761,1.1,0,1,2.0,3.5,-1,10872,86,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
Tongji,Tongji1_CY45-05_1--11.pkl,Tongji1_CY45-05_1--11,648,3.5,0,1,2.65,4.2,-1,11525,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c22.pkl,MATR_b4c22,745,1.1,0,1,2.0,3.5,-1,11403,41,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c24.pkl,MATR_b2c24,523,1.1,0,1,2.0,3.5,-1,11853,22,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c6.pkl,MATR_b4c6,777,1.1,0,1,2.0,3.5,-1,10862,30,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b3c41.pkl,MATR_b3c41,784,1.1,0,1,2.0,3.5,-1,11710,29,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c27.pkl,MATR_b2c27,494,1.1,0,1,2.0,3.5,-1,12203,70,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c46.pkl,MATR_b2c46,448,1.1,0,1,2.0,3.5,-1,11945,119,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c37.pkl,MATR_b2c37,501,1.1,0,1,2.0,3.5,-1,12247,92,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_8-1.pkl,HUST_8-1,1308,1.1,0,1,2.0,3.6,-1,12876,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c4.pkl,MATR_b2c4,470,1.1,0,1,2.0,3.5,-1,12449,21,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c36.pkl,MATR_b4c36,713,1.1,0,1,2.0,3.5,-1,11884,79,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_3-3.pkl,HUST_3-3,1649,1.1,0,1,2.0,3.6,-1,8464,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c30.pkl,MATR_b4c30,719,1.1,0,1,2.0,3.5,-1,12064,41,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b4c2.pkl,MATR_b4c2,784,1.1,0,1,2.0,3.5,-1,10964,22,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c34.pkl,MATR_b2c34,525,1.1,0,1,2.0,3.5,-1,11666,83,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_2-6.pkl,HUST_2-6,1572,1.1,0,1,2.0,3.6,-1,9048,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
HUST,HUST_4-6.pkl,HUST_4-6,1380,1.1,0,1,2.0,3.6,-1,12916,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c14.pkl,MATR_b2c14,508,1.1,0,1,2.0,3.5,-1,12517,112,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b1c38.pkl,MATR_b1c38,615,1.1,0,1,2.0,3.5,-1,11931,24,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
ISU_ILCC,ISU-ILCC_G36C4.pkl,ISU-ILCC_G36C4,427,0.25,0,1,3.0,4.2,-1,54194,0,1,charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b2c5.pkl,MATR_b2c5,506,1.1,0,1,2.0,3.5,-1,12433,40,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
MATR,MATR_b3c40.pkl,MATR_b3c40,794,1.1,0,1,2.0,3.5,-1,11642,24,1,Qdlin|charge_capacity_in_Ah|current_in_A|cycle_number|discharge_capacity_in_Ah|internal_resistance_in_ohm|temperature_in_C|time_in_s|voltage_in_V,SOC_interval|already_spent_cycles|anode_material|cathode_material|cell_id|charge_protocol|cycle_data|depth_of_charge|depth_of_discharge|description|discharge_protocol|electrolyte_material|form_factor|max_current_limit_in_A|max_voltage_limit_in_V|min_current_limit_in_A|min_voltage_limit_in_V|nominal_capacity_in_Ah|reference,
