subset,cell,chemistry,n_measured,boundary_branch,boundary_prefix_match,n_total,n_extrapolated,extrap_frac,pchip_changed,pchip_max_abs_diff,observed__knee_curvature_max_cycle,observed__knee_curvature_max_lifefrac,observed__knee_bilinear_cycle,observed__knee_bilinear_lifefrac,observed__knee_tangent_cross_cycle,observed__knee_tangent_cross_lifefrac,observed__curv_quad_coef_cycle,observed__curv_resid_signmean_cycle,observed__curv_slope_ratio_cycle,observed__curv_quad_coef_lifefrac,observed__curv_resid_signmean_lifefrac,observed__curv_slope_ratio_lifefrac,observed__eol_cycle,observed__n_points,observed__soh_first,observed__soh_last,observed__fade_rate_per_cycle,processed__knee_curvature_max_cycle,processed__knee_curvature_max_lifefrac,processed__knee_bilinear_cycle,processed__knee_bilinear_lifefrac,processed__knee_tangent_cross_cycle,processed__knee_tangent_cross_lifefrac,processed__curv_quad_coef_cycle,processed__curv_resid_signmean_cycle,processed__curv_slope_ratio_cycle,processed__curv_quad_coef_lifefrac,processed__curv_resid_signmean_lifefrac,processed__curv_slope_ratio_lifefrac,processed__eol_cycle,processed__n_points,processed__soh_first,processed__soh_last,processed__fade_rate_per_cycle
ISU_ILCC,ISU-ILCC_G43C1.pkl,NMC,2383,TRUNCATED_AT_EOL,1,2383,0,0.0,0,0.000e+00,232.0,0.09735627360469996,1685.1577889447237,0.7071581153775592,1568.176736577524,0.6580682906326161,-1.5134031330741714e-08,-0.013008812421317666,0.6979340459019122,-0.08594145724354017,-0.013008812421317666,0.6979340459019108,2383.0,2383,1.0255842691454453,0.7986444200310795,9.52728165887346e-05,232.0,0.09735627360469996,1685.1577889447237,0.7071581153775592,1568.176736577524,0.6580682906326161,-1.5134031330741714e-08,-0.013008812421317666,0.6979340459019122,-0.08594145724354017,-0.013008812421317666,0.6979340459019108,2383.0,2383,1.0255842691454453,0.7986444200310795,9.52728165887346e-05
ISU_ILCC,ISU-ILCC_G43C2.pkl,NMC,2051,TRUNCATED_AT_EOL,1,2051,0,0.0,0,0.000e+00,217.0,0.10580204778156997,230.72361809045228,0.11249323163844577,708.2836490202336,0.34533576256471654,-2.287682296817607e-08,0.04436860068259386,0.7157284902777241,-0.09623366637474992,0.04436860068259386,0.7157284902777277,2051.0,2051,1.0034217773218972,0.799647655499174,9.94020106452308e-05,217.0,0.10580204778156997,230.72361809045228,0.11249323163844577,708.2836490202336,0.34533576256471654,-2.287682296817607e-08,0.04436860068259386,0.7157284902777241,-0.09623366637474992,0.04436860068259386,0.7157284902777277,2051.0,2051,1.0034217773218972,0.799647655499174,9.94020106452308e-05
ISU_ILCC,ISU-ILCC_G43C3.pkl,NMC,994,TRUNCATED_AT_EOL,1,994,0,0.0,0,0.000e+00,943.0,0.9486921529175051,224.05075376884423,0.22540317280567831,317.13662726696003,0.3190509328641449,-7.692379962750543e-08,0.0,-0.11456145612813132,-0.07600348328875775,0.0,-0.1145614561281269,994.0,994,1.01327045857804,0.0,0.0010204133520423364,943.0,0.9486921529175051,224.05075376884423,0.22540317280567831,317.13662726696003,0.3190509328641449,-7.692379962750543e-08,0.0,-0.11456145612813132,-0.07600348328875775,0.0,-0.1145614561281269,994.0,994,1.01327045857804,0.0,0.0010204133520423364
ISU_ILCC,ISU-ILCC_G43C4.pkl,NMC,2100,TRUNCATED_AT_EOL,1,2100,0,0.0,0,0.000e+00,109.0,0.051904761904761905,1375.370351758794,0.6549382627422828,1229.5674281825495,0.5855082991345474,-3.025433825317216e-08,0.06857142857142857,0.522064247162593,-0.13342163169649052,0.06857142857142857,0.5220642471625982,2100.0,2100,1.0135058045082674,0.799719822864313,0.00010185134904428512,109.0,0.051904761904761905,1375.370351758794,0.6549382627422828,1229.5674281825495,0.5855082991345474,-3.025433825317216e-08,0.06857142857142857,0.522064247162593,-0.13342163169649052,0.06857142857142857,0.5220642471625982,2100.0,2100,1.0135058045082674,0.799719822864313,0.00010185134904428512
ISU_ILCC,ISU-ILCC_G44C1.pkl,NMC,1401,TRUNCATED_AT_EOL,1,1401,0,0.0,0,0.000e+00,148.0,0.10563882940756603,337.9849246231156,0.2412454850985836,360.38185195711554,0.2572318714897327,-3.9387416220318664e-08,-0.20628122769450394,0.6858614927651677,-0.07730965994465717,-0.20628122769450394,0.6858614927651734,1401.0,1401,0.9973379754034956,0.7982756729964552,0.0001421873588621717,148.0,0.10563882940756603,337.9849246231156,0.2412454850985836,360.38185195711554,0.2572318714897327,-3.9387416220318664e-08,-0.20628122769450394,0.6858614927651677,-0.07730965994465717,-0.20628122769450394,0.6858614927651734,1401.0,1401,0.9973379754034956,0.7982756729964552,0.0001421873588621717
ISU_ILCC,ISU-ILCC_G44C2.pkl,NMC,1978,TRUNCATED_AT_EOL,1,1978,0,0.0,0,0.000e+00,695.0,0.35136501516683516,1732.613567839196,0.8759421475425663,1844.1896919962603,0.932350703739262,-4.983247529843393e-09,-0.09201213346814964,0.944234363908271,-0.01949687622855133,-0.09201213346814964,0.9442343639082628,1978.0,1978,0.99616367305643,0.7997104770626955,9.936934546976963e-05,695.0,0.35136501516683516,1732.613567839196,0.8759421475425663,1844.1896919962603,0.932350703739262,-4.983247529843393e-09,-0.09201213346814964,0.944234363908271,-0.01949687622855133,-0.09201213346814964,0.9442343639082628,1978.0,1978,0.99616367305643,0.7997104770626955,9.936934546976963e-05
ISU_ILCC,ISU-ILCC_G44C3.pkl,NMC,2142,TRUNCATED_AT_EOL,1,2142,0,0.0,0,0.000e+00,1304.0,0.6087768440709617,533.5603015075377,0.24909444514824355,,,3.2166193535758474e-09,-0.1484593837535014,1.0807918559057328,0.014758377119782595,-0.1484593837535014,1.0807918559057277,2142.0,2142,0.9989457564578056,0.7996299201049829,9.309473907184619e-05,1304.0,0.6087768440709617,533.5603015075377,0.24909444514824355,,,3.2166193535758474e-09,-0.1484593837535014,1.0807918559057328,0.014758377119782595,-0.1484593837535014,1.0807918559057277,2142.0,2142,0.9989457564578056,0.7996299201049829,9.309473907184619e-05
ISU_ILCC,ISU-ILCC_G44C4.pkl,NMC,1700,TRUNCATED_AT_EOL,1,1700,0,0.0,0,0.000e+00,1359.0,0.7994117647058824,1393.4969849246231,0.8197041087791901,927.8288938282728,0.5457817022519252,-2.9642970209678298e-08,0.12705882352941175,0.6812317130594379,-0.08566818390597271,0.12705882352941175,0.6812317130594382,1700.0,1700,0.9832999904355096,0.7978006992211604,0.00010918145451109433,1359.0,0.7994117647058824,1393.4969849246231,0.8197041087791901,927.8288938282728,0.5457817022519252,-2.9642970209678298e-08,0.12705882352941175,0.6812317130594379,-0.08566818390597271,0.12705882352941175,0.6812317130594382,1700.0,1700,0.9832999904355096,0.7978006992211604,0.00010918145451109433
ISU_ILCC,ISU-ILCC_G45C1.pkl,NMC,493,TRUNCATED_AT_EOL,1,493,0,0.0,0,0.000e+00,34.0,0.06896551724137931,240.0773869346734,0.4869723872914268,88.1782890310531,0.1788606268378359,1.1159941611603353e-07,-0.05070993914807302,1.187495929682594,0.02712412648758683,-0.05070993914807302,1.1874959296825967,493.0,493,0.9987516571731825,0.7998285748700057,0.0004043152079332862,34.0,0.06896551724137931,240.0773869346734,0.4869723872914268,88.1782890310531,0.1788606268378359,1.1159941611603353e-07,-0.05070993914807302,1.187495929682594,0.02712412648758683,-0.05070993914807302,1.1874959296825967,493.0,493,0.9987516571731825,0.7998285748700057,0.0004043152079332862
ISU_ILCC,ISU-ILCC_G45C2.pkl,NMC,498,TRUNCATED_AT_EOL,1,498,0,0.0,0,0.000e+00,38.0,0.07630522088353414,426.32211055276383,0.8560684950858711,460.5652100567665,0.9248297390698123,5.16444229906396e-09,-0.07228915662650602,1.0269205894575633,0.0012808023479365107,-0.07228915662650602,1.0269205894575695,498.0,498,0.996159531568931,0.7993008670110694,0.0003960938924705465,38.0,0.07630522088353414,426.32211055276383,0.8560684950858711,460.5652100567665,0.9248297390698123,5.16444229906396e-09,-0.07228915662650602,1.0269205894575633,0.0012808023479365107,-0.07228915662650602,1.0269205894575695,498.0,498,0.996159531568931,0.7993008670110694,0.0003960938924705465
ISU_ILCC,ISU-ILCC_G45C3.pkl,NMC,514,TRUNCATED_AT_EOL,1,514,0,0.0,0,0.000e+00,32.0,0.0622568093385214,423.51608040201006,0.8239612459183075,429.166766627651,0.8349547988864805,-9.313883294119324e-08,-0.05058365758754864,0.8993277536349896,-0.02460690710773251,-0.05058365758754864,0.8993277536349943,514.0,514,0.9974876879866732,0.7994431233312502,0.0003860517829540409,32.0,0.0622568093385214,423.51608040201006,0.8239612459183075,429.166766627651,0.8349547988864805,-9.313883294119324e-08,-0.05058365758754864,0.8993277536349896,-0.02460690710773251,-0.05058365758754864,0.8993277536349943,514.0,514,0.9974876879866732,0.7994431233312502,0.0003860517829540409
ISU_ILCC,ISU-ILCC_G45C4.pkl,NMC,545,TRUNCATED_AT_EOL,1,545,0,0.0,0,0.000e+00,495.0,0.908256880733945,180.05527638190958,0.3303766539117607,295.2771019637202,0.5417928476398536,9.67583363939706e-08,-0.24403669724770644,1.1607846127185055,0.028739644867417598,-0.24403669724770644,1.160784612718495,545.0,545,0.9976241199722469,0.7991809797057597,0.00036478518431339545,495.0,0.908256880733945,180.05527638190958,0.3303766539117607,295.2771019637202,0.5417928476398536,9.67583363939706e-08,-0.24403669724770644,1.1607846127185055,0.028739644867417598,-0.24403669724770644,1.160784612718495,545.0,545,0.9976241199722469,0.7991809797057597,0.00036478518431339545
ISU_ILCC,ISU-ILCC_G46C1.pkl,NMC,636,TRUNCATED_AT_EOL,1,636,0,0.0,0,0.000e+00,482.0,0.7578616352201258,210.00753768844223,0.3302005309566702,273.8074214965767,0.43051481367386274,1.2863646570453427e-07,-0.06289308176100629,1.3241147892533662,0.05203293583162129,-0.06289308176100629,1.3241147892533605,636.0,636,0.9984190004012924,0.7991571655885574,0.0003137981650594251,482.0,0.7578616352201258,210.00753768844223,0.3302005309566702,273.8074214965767,0.43051481367386274,1.2863646570453427e-07,-0.06289308176100629,1.3241147892533662,0.05203293583162129,-0.06289308176100629,1.3241147892533605,636.0,636,0.9984190004012924,0.7991571655885574,0.0003137981650594251
ISU_ILCC,ISU-ILCC_G46C2.pkl,NMC,647,TRUNCATED_AT_EOL,1,647,0,0.0,0,0.000e+00,612.0,0.9459041731066461,262.9708542713568,0.40644645173316357,252.67341647211094,0.39053078280078973,1.8509058424374895e-07,-0.11901081916537867,1.5392286960144839,0.0774805843796918,-0.11901081916537867,1.5392286960145016,647.0,647,0.9969738247815031,0.7993627303663292,0.0003058995269584735,612.0,0.9459041731066461,262.9708542713568,0.40644645173316357,252.67341647211094,0.39053078280078973,1.8509058424374895e-07,-0.11901081916537867,1.5392286960144839,0.0774805843796918,-0.11901081916537867,1.5392286960145016,647.0,647,0.9969738247815031,0.7993627303663292,0.0003058995269584735
ISU_ILCC,ISU-ILCC_G46C3.pkl,NMC,499,TRUNCATED_AT_EOL,1,499,0,0.0,0,0.000e+00,31.0,0.06212424849699399,395.1457286432161,0.7918752077018358,316.4129540698526,0.63409409633237,7.773862147542071e-10,-0.24248496993987975,1.0305804891459547,0.00019356994486124593,-0.24248496993987975,1.030580489145955,499.0,499,0.9958959012689335,0.7988237171196116,0.00039572727740827676,31.0,0.06212424849699399,395.1457286432161,0.7918752077018358,316.4129540698526,0.63409409633237,7.773862147542071e-10,-0.24248496993987975,1.0305804891459547,0.00019356994486124593,-0.24248496993987975,1.030580489145955,499.0,499,0.9958959012689335,0.7988237171196116,0.00039572727740827676
ISU_ILCC,ISU-ILCC_G46C4.pkl,NMC,522,TRUNCATED_AT_EOL,1,522,0,0.0,0,0.000e+00,463.0,0.8869731800766284,285.586432160804,0.5471004447524981,394.1108857364589,0.7550016968131397,1.431689018187131e-07,-0.2567049808429119,1.2320047970836205,0.03901123504317128,-0.2567049808429119,1.232004797083629,522.0,522,1.001714595510897,0.799847236058709,0.00038746134251859505,463.0,0.8869731800766284,285.586432160804,0.5471004447524981,394.1108857364589,0.7550016968131397,1.431689018187131e-07,-0.2567049808429119,1.2320047970836205,0.03901123504317128,-0.2567049808429119,1.232004797083629,522.0,522,1.001714595510897,0.799847236058709,0.00038746134251859505
ISU_ILCC,ISU-ILCC_G47C1.pkl,NMC,998,TRUNCATED_AT_EOL,1,998,0,0.0,0,0.000e+00,69.0,0.06913827655310621,850.2035175879398,0.8519073322524447,644.9000229353218,0.6461924077508234,-3.004041923368271e-08,0.03206412825651302,0.8558161426368713,-0.0299203777184274,0.03206412825651302,0.8558161426368704,998.0,998,1.0269060264112388,0.7995101458828462,0.00022808012089106585,69.0,0.06913827655310621,850.2035175879398,0.8519073322524447,644.9000229353218,0.6461924077508234,-3.004041923368271e-08,0.03206412825651302,0.8558161426368713,-0.0299203777184274,0.03206412825651302,0.8558161426368704,998.0,998,1.0269060264112388,0.7995101458828462,0.00022808012089106585
ISU_ILCC,ISU-ILCC_G47C2.pkl,NMC,1494,TRUNCATED_AT_EOL,1,1494,0,0.0,0,0.000e+00,173.0,0.11579651941097724,318.35628140703517,0.2130898804598629,,,7.974574114017555e-09,-0.10843373493975904,1.090441317339094,0.017799536507154868,-0.10843373493975904,1.0904413173390932,1494.0,1494,1.0291590430307267,0.7999966817846911,0.00015349119976291735,173.0,0.11579651941097724,318.35628140703517,0.2130898804598629,,,7.974574114017555e-09,-0.10843373493975904,1.090441317339094,0.017799536507154868,-0.10843373493975904,1.0904413173390932,1494.0,1494,1.0291590430307267,0.7999966817846911,0.00015349119976291735
ISU_ILCC,ISU-ILCC_G47C3.pkl,NMC,1060,TRUNCATED_AT_EOL,1,1060,0,0.0,0,0.000e+00,960.0,0.9056603773584906,,,585.6100020355361,0.5524622660712605,-3.8471711874837315e-10,-0.2830188679245283,1.0000816610100043,-0.0004322681546261769,-0.2830188679245283,1.0000816610100054,1060.0,1060,1.0299489161131672,0.7996830084366227,0.0002174371177304481,960.0,0.9056603773584906,,,585.6100020355361,0.5524622660712605,-3.8471711874837315e-10,-0.2830188679245283,1.0000816610100043,-0.0004322681546261769,-0.2830188679245283,1.0000816610100054,1060.0,1060,1.0299489161131672,0.7996830084366227,0.0002174371177304481
ISU_ILCC,ISU-ILCC_G47C4.pkl,NMC,971,TRUNCATED_AT_EOL,1,971,0,0.0,0,0.000e+00,767.0,0.7899073120494335,815.5075376884423,0.8398635815534936,621.8081128676635,0.6403791069697873,-6.912435847702645e-08,0.07723995880535531,0.7475552939980955,-0.06517327927083841,0.07723995880535531,0.7475552939980922,971.0,971,1.0296855226183448,0.7998218813037012,0.00023697282609757067,767.0,0.7899073120494335,815.5075376884423,0.8398635815534936,621.8081128676635,0.6403791069697873,-6.912435847702645e-08,0.07723995880535531,0.7475552939980955,-0.06517327927083841,0.07723995880535531,0.7475552939980922,971.0,971,1.0296855226183448,0.7998218813037012,0.00023697282609757067
ISU_ILCC,ISU-ILCC_G48C1.pkl,NMC,725,TRUNCATED_AT_EOL,1,725,0,0.0,0,0.000e+00,112.0,0.15448275862068966,559.462311557789,0.7716721538728124,611.2830695155703,0.8431490614007867,-1.0402134019086039e-07,0.29379310344827586,0.7614780633358715,-0.054676216937821466,0.29379310344827586,0.7614780633358715,725.0,725,1.0239347956771625,0.7996619553952474,0.0003097691164114849,112.0,0.15448275862068966,559.462311557789,0.7716721538728124,611.2830695155703,0.8431490614007867,-1.0402134019086039e-07,0.29379310344827586,0.7614780633358715,-0.054676216937821466,0.29379310344827586,0.7614780633358715,725.0,725,1.0239347956771625,0.7996619553952474,0.0003097691164114849
ISU_ILCC,ISU-ILCC_G48C2.pkl,NMC,620,TRUNCATED_AT_EOL,1,620,0,0.0,0,0.000e+00,520.0,0.8387096774193549,,,51.109920100508134,0.08243535500081957,9.412460670319769e-08,-0.2129032258064516,1.172846032193546,0.03618149881671104,-0.2129032258064516,1.1728460321935503,620.0,620,1.0206915025330823,0.7988748097582439,0.0003583468380853609,520.0,0.8387096774193549,,,51.109920100508134,0.08243535500081957,9.412460670319769e-08,-0.2129032258064516,1.172846032193546,0.03618149881671104,-0.2129032258064516,1.1728460321935503,620.0,620,1.0206915025330823,0.7988748097582439,0.0003583468380853609
ISU_ILCC,ISU-ILCC_G48C3.pkl,NMC,870,TRUNCATED_AT_EOL,1,870,0,0.0,0,0.000e+00,682.0,0.7839080459770115,245.10603015075375,0.2817310691387974,,,5.43067595106056e-08,-0.12413793103448276,1.2509082572200323,0.041104786273577255,-0.12413793103448276,1.2509082572200367,870.0,870,1.0206631657089582,0.799950466585722,0.0002539846940428495,682.0,0.7839080459770115,245.10603015075375,0.2817310691387974,,,5.43067595106056e-08,-0.12413793103448276,1.2509082572200323,0.041104786273577255,-0.12413793103448276,1.2509082572200367,870.0,870,1.0206631657089582,0.799950466585722,0.0002539846940428495
ISU_ILCC,ISU-ILCC_G48C4.pkl,NMC,777,TRUNCATED_AT_EOL,1,777,0,0.0,0,0.000e+00,71.0,0.09137709137709138,,,53.47282500747968,0.06881959460422095,2.086589469310166e-08,-0.055341055341055344,1.042753626738765,0.012597345737170872,-0.055341055341055344,1.042753626738763,777.0,777,1.0202355164491397,0.7994870778387451,0.00028446963738452914,71.0,0.09137709137709138,,,53.47282500747968,0.06881959460422095,2.086589469310166e-08,-0.055341055341055344,1.042753626738765,0.012597345737170872,-0.055341055341055344,1.042753626738763,777.0,777,1.0202355164491397,0.7994870778387451,0.00028446963738452914
ISU_ILCC,ISU-ILCC_G49C1.pkl,NMC,322,TRUNCATED_AT_EOL,1,322,0,0.0,0,0.000e+00,233.0,0.7236024844720497,154.4025125628141,0.47951090858016804,,,-1.6185498659440428e-06,-0.30434782608695654,0.2891440721112265,-0.16781772430054268,-0.30434782608695654,0.2891440721112195,322.0,322,0.9841736489189352,0.7969242535776717,0.000583331449661257,233.0,0.7236024844720497,154.4025125628141,0.47951090858016804,,,-1.6185498659440428e-06,-0.30434782608695654,0.2891440721112265,-0.16781772430054268,-0.30434782608695654,0.2891440721112195,322.0,322,0.9841736489189352,0.7969242535776717,0.000583331449661257
ISU_ILCC,ISU-ILCC_G49C2.pkl,NMC,2037,TRUNCATED_AT_EOL,1,2037,0,0.0,0,0.000e+00,110.0,0.054000981836033385,572.921608040201,0.28125753953863575,298.72864765291365,0.14665127523461643,7.805178913285422e-09,-0.15856651939126165,1.2908975776848688,0.03238656742223867,-0.15856651939126165,1.2908975776848641,2037.0,2037,0.9845315755885681,0.7828225919564575,9.907121003541776e-05,110.0,0.054000981836033385,572.921608040201,0.28125753953863575,298.72864765291365,0.14665127523461643,7.805178913285422e-09,-0.15856651939126165,1.2908975776848688,0.03238656742223867,-0.15856651939126165,1.2908975776848641,2037.0,2037,0.9845315755885681,0.7828225919564575,9.907121003541776e-05
ISU_ILCC,ISU-ILCC_G49C3.pkl,NMC,3795,TRUNCATED_AT_EOL,1,3795,0,0.0,0,0.000e+00,943.0,0.24848484848484848,1310.7879396984924,0.345398666587218,1312.3047694409413,0.3457983582189569,-2.6273131696359122e-08,0.09565217391304348,-0.33347375236064714,-0.37838629951925584,0.09565217391304348,-0.33347375236064464,3795.0,3795,0.9663774350179568,0.7997199799249219,4.392658278677777e-05,943.0,0.24848484848484848,1310.7879396984924,0.345398666587218,1312.3047694409413,0.3457983582189569,-2.6273131696359122e-08,0.09565217391304348,-0.33347375236064714,-0.37838629951925584,0.09565217391304348,-0.33347375236064464,3795.0,3795,0.9663774350179568,0.7997199799249219,4.392658278677777e-05
ISU_ILCC,ISU-ILCC_G49C4.pkl,NMC,3558,TRUNCATED_AT_EOL,1,3558,0,0.0,0,0.000e+00,1005.0,0.2824620573355818,2530.2236180904524,0.7111364862536403,2113.356118588343,0.5939730518798042,-1.1666423134269637e-08,0.06127037661607645,0.3799398369606276,-0.14768949703474182,0.06127037661607645,0.379939836960618,3558.0,3558,0.9811691962189791,0.7994548970109272,5.10863928051875e-05,1005.0,0.2824620573355818,2530.2236180904524,0.7111364862536403,2113.356118588343,0.5939730518798042,-1.1666423134269637e-08,0.06127037661607645,0.3799398369606276,-0.14768949703474182,0.06127037661607645,0.379939836960618,3558.0,3558,0.9811691962189791,0.7994548970109272,5.10863928051875e-05
ISU_ILCC,ISU-ILCC_G4C1.pkl,NMC,1269,TRUNCATED_AT_EOL,1,1269,0,0.0,0,0.000e+00,954.0,0.75177304964539,428.5517587939699,0.3377082417604176,387.9670321137371,0.305726581649911,8.003540833969519e-08,-0.05279747832939322,2.1514353527844023,0.12888590020932186,-0.05279747832939322,2.1514353527843926,1269.0,1269,0.9981915362718272,0.7997040083120261,0.0001565359053310734,954.0,0.75177304964539,428.5517587939699,0.3377082417604176,387.9670321137371,0.305726581649911,8.003540833969519e-08,-0.05279747832939322,2.1514353527844023,0.12888590020932186,-0.05279747832939322,2.1514353527843926,1269.0,1269,0.9981915362718272,0.7997040083120261,0.0001565359053310734
ISU_ILCC,ISU-ILCC_G4C2.pkl,NMC,1552,TRUNCATED_AT_EOL,1,1552,0,0.0,0,0.000e+00,1346.0,0.8672680412371134,436.6829145728643,0.2813678573278765,528.4884068097703,0.34052088067639835,4.7066370293960215e-08,-0.0979381443298969,1.7978057832247007,0.11336895439254352,-0.0979381443298969,1.7978057832246954,1552.0,1552,1.001769659604615,0.7997741802172593,0.00013023564112659943,1346.0,0.8672680412371134,436.6829145728643,0.2813678573278765,528.4884068097703,0.34052088067639835,4.7066370293960215e-08,-0.0979381443298969,1.7978057832247007,0.11336895439254352,-0.0979381443298969,1.7978057832246954,1552.0,1552,1.001769659604615,0.7997741802172593,0.00013023564112659943
ISU_ILCC,ISU-ILCC_G4C3.pkl,NMC,1567,TRUNCATED_AT_EOL,1,1567,0,0.0,0,0.000e+00,1213.0,0.7740906190172304,522.7376884422112,0.3335913774359995,551.6952662210684,0.3520710058845363,5.6518863241417516e-08,-0.06700701978302488,2.108889797342211,0.13878144698180614,-0.06700701978302488,2.108889797342225,1567.0,1567,1.004768400014463,0.7931085429729532,0.00013515955111207523,1213.0,0.7740906190172304,522.7376884422112,0.3335913774359995,551.6952662210684,0.3520710058845363,5.6518863241417516e-08,-0.06700701978302488,2.108889797342211,0.13878144698180614,-0.06700701978302488,2.108889797342225,1567.0,1567,1.004768400014463,0.7931085429729532,0.00013515955111207523
ISU_ILCC,ISU-ILCC_G4C4.pkl,NMC,1123,TRUNCATED_AT_EOL,1,1123,0,0.0,0,0.000e+00,318.0,0.2831700801424755,289.11155778894476,0.2574457326704762,376.68496148579385,0.33542739224024387,8.909263000971577e-08,-0.0917186108637578,1.826576657793663,0.11235729939152242,-0.0917186108637578,1.826576657793669,1123.0,1123,1.0033970142406654,0.7992562497652944,0.00018194364035238055,318.0,0.2831700801424755,289.11155778894476,0.2574457326704762,376.68496148579385,0.33542739224024387,8.909263000971577e-08,-0.0917186108637578,1.826576657793663,0.11235729939152242,-0.0917186108637578,1.826576657793669,1123.0,1123,1.0033970142406654,0.7992562497652944,0.00018194364035238055
ISU_ILCC,ISU-ILCC_G50C1.pkl,NMC,3158,TRUNCATED_AT_EOL,1,3158,0,0.0,0,0.000e+00,2999.0,0.9496516782773907,1370.0909547738695,0.4338476740892557,1122.5770370619439,0.3554708793736364,-1.9009012859549314e-08,0.08993033565547814,0.32863715790731163,-0.18957620092382527,0.08993033565547814,0.32863715790730813,3158.0,3158,0.9913222075031964,0.685573317206186,9.684792217200205e-05,2999.0,0.9496516782773907,1370.0909547738695,0.4338476740892557,1122.5770370619439,0.3554708793736364,-1.9009012859549314e-08,0.08993033565547814,0.32863715790731163,-0.18957620092382527,0.08993033565547814,0.32863715790730813,3158.0,3158,0.9913222075031964,0.685573317206186,9.684792217200205e-05
ISU_ILCC,ISU-ILCC_G50C2.pkl,NMC,2557,TRUNCATED_AT_EOL,1,2557,0,0.0,0,0.000e+00,296.0,0.11576065701994524,749.8180904522613,0.29324133377092737,1165.2587883593487,0.45571325317143085,-3.435265360639966e-08,0.20297223308564724,0.29033663965979317,-0.22460620308939017,0.20297223308564724,0.2903366396597962,2557.0,2557,0.9985057758592989,0.7999159935709154,7.769553297667588e-05,296.0,0.11576065701994524,749.8180904522613,0.29324133377092737,1165.2587883593487,0.45571325317143085,-3.435265360639966e-08,0.20297223308564724,0.29033663965979317,-0.22460620308939017,0.20297223308564724,0.2903366396597962,2557.0,2557,0.9985057758592989,0.7999159935709154,7.769553297667588e-05
ISU_ILCC,ISU-ILCC_G50C3.pkl,NMC,3344,TRUNCATED_AT_EOL,1,3344,0,0.0,0,0.000e+00,346.0,0.1034688995215311,375.6175879396985,0.11232583371402467,646.4726272858561,0.19332315409266032,-6.133028816234144e-09,-0.1471291866028708,0.6399434134028197,-0.06858158892081398,-0.1471291866028708,0.639943413402814,3344.0,3344,1.0005891708246601,0.7126154439173874,8.61423053865608e-05,346.0,0.1034688995215311,375.6175879396985,0.11232583371402467,646.4726272858561,0.19332315409266032,-6.133028816234144e-09,-0.1471291866028708,0.6399434134028197,-0.06858158892081398,-0.1471291866028708,0.639943413402814,3344.0,3344,1.0005891708246601,0.7126154439173874,8.61423053865608e-05
ISU_ILCC,ISU-ILCC_G50C4.pkl,NMC,3152,TRUNCATED_AT_EOL,1,3152,0,0.0,0,0.000e+00,2993.0,0.9495558375634517,1734.8417085427136,0.5503939430655818,1531.0086165276878,0.4857260839237588,-1.5744470985420075e-08,-0.037436548223350255,0.2751657196772781,-0.1564229566651285,-0.037436548223350255,0.2751657196772802,3152.0,3152,1.0015518576905273,0.6379156788687133,0.00011540342076223868,2993.0,0.9495558375634517,1734.8417085427136,0.5503939430655818,1531.0086165276878,0.4857260839237588,-1.5744470985420075e-08,-0.037436548223350255,0.2751657196772781,-0.1564229566651285,-0.037436548223350255,0.2751657196772802,3152.0,3152,1.0015518576905273,0.6379156788687133,0.00011540342076223868
ISU_ILCC,ISU-ILCC_G51C1.pkl,NMC,549,TRUNCATED_AT_EOL,1,549,0,0.0,0,0.000e+00,112.0,0.2040072859744991,185.7778894472362,0.3383932412517963,199.4521793295733,0.363300873095762,5.484422517009079e-07,-0.1766848816029144,2.14053054396418,0.1653010431049017,-0.1766848816029144,2.1405305439641955,549.0,549,1.0213769462399913,0.7987652428308296,0.0004062257361481053,112.0,0.2040072859744991,185.7778894472362,0.3383932412517963,199.4521793295733,0.363300873095762,5.484422517009079e-07,-0.1766848816029144,2.14053054396418,0.1653010431049017,-0.1766848816029144,2.1405305439641955,549.0,549,1.0213769462399913,0.7987652428308296,0.0004062257361481053
ISU_ILCC,ISU-ILCC_G51C2.pkl,NMC,1075,TRUNCATED_AT_EOL,1,1075,0,0.0,0,0.000e+00,54.0,0.05023255813953489,492.6653266331658,0.4582933271006194,661.4847393512458,0.6153346412569729,6.458116076314074e-08,-0.14046511627906977,1.5477763197923413,0.07463160390690406,-0.14046511627906977,1.5477763197923389,1075.0,1075,1.0154362608288854,0.7996456309079406,0.00020092237422806775,54.0,0.05023255813953489,492.6653266331658,0.4582933271006194,661.4847393512458,0.6153346412569729,6.458116076314074e-08,-0.14046511627906977,1.5477763197923413,0.07463160390690406,-0.14046511627906977,1.5477763197923389,1075.0,1075,1.0154362608288854,0.7996456309079406,0.00020092237422806775
ISU_ILCC,ISU-ILCC_G51C3.pkl,NMC,832,TRUNCATED_AT_EOL,1,832,0,0.0,0,0.000e+00,653.0,0.7848557692307693,718.8336683417086,0.863982774449169,,,-3.4273354829681026e-08,0.0985576923076923,0.8947623578573172,-0.02372483877362134,0.0985576923076923,0.8947623578573102,832.0,832,1.0256254905460915,0.7994069527913996,0.00027222447383236094,653.0,0.7848557692307693,718.8336683417086,0.863982774449169,,,-3.4273354829681026e-08,0.0985576923076923,0.8947623578573172,-0.02372483877362134,0.0985576923076923,0.8947623578573102,832.0,832,1.0256254905460915,0.7994069527913996,0.00027222447383236094
